,Anti-Rabbit_raw,Anti-Rabbit_high_pass,PolyT_raw,PolyT_high_pass,DAPI_raw,DAPI_high_pass,Anti-Mouse_raw,Anti-Mouse_high_pass
307557600008100077,138127185.0,1592828.122817723,586784174.0,5427376.507872981,347036391.0,3559150.726592149,159595501.0,1969300.9450010348
307557600008100085,32186153.0,353686.3108085111,326686165.0,1391255.2753794503,188720777.0,1837011.8409938407,61169219.0,671424.6355383605
307557600008100087,161752269.0,1752143.226155017,543831116.0,4925017.916437035,104652138.0,1597981.773298126,182998395.0,2127227.6356266444
307557600008100093,50773603.0,554345.4420440887,517985982.0,2182828.153453624,295270537.0,1919266.7415355484,91428837.0,913239.4524748852
307557600008100094,138507019.0,1509394.6551823914,1553349673.0,8496372.549758919,1148078623.0,10038329.387820443,234140233.0,2437130.5685679875
307557600008100096,76626090.0,842713.1018710638,912344134.0,4562374.981668384,797494140.0,7299995.022842946,137649993.0,1411085.2050094805
307557600008100099,21697458.0,232070.2875841221,196016843.0,918773.6035207873,132682801.0,895819.9796147122,38777647.0,334187.3147866752
307557600008100101,53620385.0,583951.3171563593,527953017.0,2340027.5203263774,379762355.0,2144009.1275926316,96562596.0,920489.1206342127
307557600008100105,52889955.0,568360.1239493997,514359455.0,2621459.642069255,329820657.0,2340004.798915213,92513012.0,1114627.7859662315
307557600008200005,238598418.0,2050344.602630222,1812706354.0,13260063.211351419,1427096854.0,17155347.86514287,331694087.0,2824375.800530697
307557600008200007,203843031.0,1764353.0897767188,1100056050.0,8844039.795587325,658463167.0,9107405.947827963,266362960.0,2358597.861045647
307557600008200008,174128936.0,1527128.841570724,1107440249.0,8617627.014548043,631271805.0,9200095.591425763,235180848.0,1954786.3496442481
307557600008200009,361256197.0,3119627.1762748286,2292198703.0,16069003.679746084,1242992100.0,13776160.649465986,444794843.0,4120943.922599759
307557600008200010,205935350.0,1766826.207044103,1341264448.0,10222854.948565625,938175102.0,12368948.952360904,285887095.0,2535170.425063569
307557600008200011,264124518.0,2375694.594249642,1943517557.0,14314840.930274265,756226970.0,9421912.067943491,395903568.0,3627491.451134989
307557600008200013,169156327.0,1313214.26430455,1242295440.0,8074019.964714038,650155714.0,6103209.345151668,229213100.0,1899759.896462734
307557600008200014,93453839.0,812371.9116581911,799518109.0,5898968.457522348,543370387.0,6126610.138406931,132422834.0,1184055.319285305
307557600008200019,26694545.0,229088.88804891094,194867288.0,1605493.366025425,115568521.0,1252361.4828818622,37887621.0,373951.2756917569
307557600008200020,84666751.0,753422.517433516,860794677.0,5348856.59873439,568021930.0,5869657.14710431,136516266.0,1237470.595226971
307557600008200026,33019845.0,289617.5917828442,176434643.0,2006425.7656372553,114943277.0,1674540.4750400882,43233108.0,450606.54783607915
307557600008200027,124112796.0,979900.333633275,1136399772.0,7241915.645179119,696983414.0,6941101.710314646,195272265.0,1569724.820625953
307557600008200029,51283795.0,501192.6893638128,357392099.0,2895228.9246984557,120477333.0,1716881.6905364222,78317191.0,839397.1525632137
307557600008200032,146725827.0,1058895.200749352,1468536074.0,5602516.542044432,1127049693.0,6302171.967099078,254936458.0,1779361.2471728905
307557600008200035,178921865.0,1399448.1443335132,1715337362.0,6679288.447950412,1208481167.0,6911690.38226176,322238225.0,2333623.854962725
307557600008200036,87024214.0,657531.456988064,572011134.0,4729960.713091666,333494469.0,4449885.498522852,100214482.0,839028.0213873386
307557600008200037,219744167.0,1776509.7539545274,1431088457.0,8085107.2009561565,739984113.0,6095020.199550495,326142848.0,2799094.7465776037
307557600008200041,63594523.0,484500.5068874936,702083571.0,2832247.0357489507,492115175.0,3101969.1675422075,113990702.0,827000.8883551583
307557600008200042,146691996.0,1257704.3395213014,821617503.0,6388409.892738541,304221501.0,4059994.5636293143,187836382.0,1802172.7406009415
307557600008200044,208550862.0,2284728.521173414,2085175838.0,11879659.884676084,1525615212.0,12770704.601303078,329906155.0,3210972.313136516
307557600008200045,72765052.0,695627.2139296583,882480443.0,5433450.854633752,721450805.0,7068708.613494399,121165443.0,1025567.9384668705
307557600008200046,101958007.0,821890.2008485748,550174669.0,3692277.1917193364,423897210.0,3231540.8999043056,107666792.0,884189.2308757802
307557600008200047,117979090.0,1092779.317628606,1362628075.0,5371361.726056594,1033779327.0,6343895.738255033,201414516.0,1563438.5938770142
307557600008200049,36709320.0,325308.2933017125,126572821.0,1181643.2551041313,48588340.0,777626.1517044869,40089570.0,409369.2177058293
307557600008200051,219383471.0,2117706.8111014892,1376400647.0,10360261.703865986,480768658.0,5278466.990955823,280316493.0,2727129.7972154114
307557600008200052,96458661.0,1078516.8857276374,1038469024.0,5150797.31479719,747078048.0,6460513.182111409,169592247.0,1625774.6045431024
307557600008200053,79518949.0,858422.9846551308,860770627.0,3743835.097899035,634249718.0,4525948.935669402,135639646.0,1254305.7336420019
307557600008200057,87539303.0,965905.1769306783,1003308474.0,4812479.203263202,795446791.0,7050593.419211357,151004437.0,1350044.6173949027
307557600008200058,192319107.0,2135240.588713395,2323476619.0,9332590.795157967,1689564049.0,10700164.980114078,344055095.0,3416161.483389559
307557600008200061,32814595.0,365590.1399081565,180211035.0,2031941.8132432601,127795480.0,1478010.8756222588,40182978.0,469143.1822197692
307557600008200062,218772025.0,2417239.067215428,2650909500.0,15771354.073673896,2100877836.0,16237366.583795376,356305824.0,3639018.7978803515
307557600008200066,85283591.0,941322.5452047959,974425858.0,5459625.087805056,841268255.0,10240127.485566724,149878914.0,1365343.0452522775
307557600008200067,103962913.0,1153808.309196963,1126613885.0,5307727.347134658,903468373.0,6847140.786890005,184524493.0,1751730.2433534153
307557600008200068,357903156.0,3936876.588820643,2029104799.0,9405446.007308463,2232856599.0,11897653.268837346,413390920.0,4272258.759637457
307557600008200069,64376923.0,703801.417255326,834195873.0,3898188.587985502,724180622.0,6260457.247074112,109664447.0,939065.1721437374
307557600008200074,51038256.0,556623.9976218999,290437130.0,2791208.920840061,214203224.0,2203935.5062847156,61190135.0,669459.9178266281
307557600008200077,69164720.0,751262.0956144092,782972186.0,4363967.206112873,653537708.0,6323987.507827847,122685801.0,1179292.7741562258
307557600008200079,127834618.0,1373379.153989246,1038797889.0,8351467.652939253,669703863.0,7549326.344574324,166076655.0,1678859.424295462
307557600008200080,154212802.0,1642240.5522780307,1442983938.0,8452811.022232173,1077815217.0,10356394.542492067,233942774.0,2359397.5102071604
307557600008200082,31472213.0,333246.1852606166,163197955.0,1166347.829001835,124914900.0,1266195.6889891925,35901651.0,349039.2509734159
307557600008200083,205481810.0,2203590.616177228,870421967.0,4995672.745533021,712616859.0,5449348.441820375,220311445.0,2287433.056936419
307557600008200085,28249661.0,308550.7709163317,130890359.0,1822256.1005487195,63724962.0,941888.2582873064,30834237.0,357072.94235495577
307557600008300024,136560882.0,1027496.8274778768,995716921.0,5730317.563257429,495417591.0,4186132.764016534,166503072.0,1261601.916061142
307557600008300031,8034962.0,80582.34742413159,35388165.0,716430.0067505555,16755587.0,449134.9271836773,9310610.0,122934.41156954708
307557600008300040,8031715.0,87658.80149513898,34957291.0,624861.3393213,11168498.0,271465.7558341744,9077978.0,124836.59387633906
307557600008300042,241295182.0,2546672.520927398,1690807545.0,11910966.198014349,1466401793.0,11774681.76872385,286394314.0,2960908.2504705344
307557600009100001,209739575.0,1806696.4946994898,1381204779.0,10386149.773960585,1015711495.0,11236705.61427189,284558397.0,2558689.292390323
307557600009100004,91582025.0,796993.4587819492,648590153.0,5852624.775740287,448718801.0,4762673.560328046,130604994.0,1312624.850698187
307557600009100009,152462553.0,1212932.3390685886,1463285531.0,7155503.622870021,1325777173.0,9942935.367809003,270963318.0,2081055.7999322878
307557600009100010,85760461.0,5896508.552823087,224358845.0,3492193.236998887,93192094.0,1678424.7677196448,80684029.0,5572413.021717097
307557600009100011,151069053.0,1205170.9752760562,1489261315.0,7164591.364012775,1303142243.0,9626297.169884948,271961928.0,2037743.4230750618
307557600009100013,148535536.0,1152572.2513647468,1417088838.0,7412999.943286825,1185168294.0,10404371.01523214,277353214.0,2024718.9174130731
307557600009100014,99620893.0,802158.4552608633,609651668.0,6563663.343018469,413265073.0,5740070.880389041,139458821.0,1571471.7247550162
307557600009100017,94456182.0,680996.5877995233,1129628786.0,4632483.998248911,927914636.0,5442168.340684452,173657429.0,1202539.2916554043
307557600009100020,24376678.0,185910.74974406557,200898259.0,1649073.4302665628,111742562.0,919059.1670077539,40657127.0,310008.0053687095
307557600009100021,54240068.0,465120.5428502266,487328581.0,2162342.56847625,280047062.0,1376671.188986103,90009704.0,691591.3165842707
307557600009100022,67783959.0,553292.1682255742,667558394.0,2926018.6493241624,398462613.0,2292839.879642625,118302659.0,930683.4184787887
307557600009100024,98447416.0,946514.2790567012,1158957273.0,4660444.111517552,1020748295.0,5967924.454820933,183319853.0,1433452.4754762957
307557600009100026,25782009.0,239452.04975506154,242783290.0,1353134.2193133186,143108609.0,818902.9773027098,43819572.0,427523.9784436135
307557600009100027,95308306.0,967397.6456168911,1081495237.0,3957672.5506309704,938512696.0,5195104.090496789,170310136.0,1491671.7877776793
307557600009100028,63248144.0,654331.5720741225,514295012.0,2201324.829264061,327559075.0,1317492.682515329,116244648.0,1102569.2366200362
307557600009100029,73223341.0,775959.744204902,915698254.0,5049742.200408653,795680541.0,7514389.304894401,127477511.0,1202116.7861696226
307557600009100034,24798320.0,275190.89261179726,239162163.0,1188885.120117487,142049229.0,858010.060879707,44137352.0,432035.0900670399
307557600009100037,24018499.0,210887.17105069445,169428271.0,1036372.6530847419,96547033.0,972875.3193813317,39897496.0,443169.6652236551
307557600009100038,145834459.0,1576103.7191201972,974588784.0,7567273.498266279,612798781.0,6970989.509601426,220618929.0,2475061.801013261
307557600009100044,84206525.0,920486.0910569817,972322028.0,4205466.5078337975,856711676.0,5982554.00304813,145525968.0,1371610.2652509466
307557600009100045,110997595.0,1269093.6037983266,1392310431.0,6121048.649438416,1174065576.0,7690891.669194289,207736190.0,1985227.7327378895
307557600009100046,123870219.0,1370855.4783048737,1372036894.0,7287810.486884529,1242327447.0,10480505.705835061,215577039.0,1967162.6747894841
307557600009100047,47979468.0,543380.6929607049,468151610.0,2264900.9901018506,290474913.0,1646646.8023239477,88592862.0,901378.068657152
307557600009100049,204037573.0,2283533.950674463,1976202761.0,11268579.70862076,1687274377.0,12609814.846762035,333796370.0,3338401.9538439475
307557600009100050,83181302.0,914998.0491955915,814268893.0,4794008.818112276,757875820.0,6677631.646469575,149382691.0,1415109.1004808976
307557600009100052,103735407.0,1168474.5112159604,1165226991.0,5857770.8259465825,961559358.0,7259866.270673604,195177919.0,1854518.758064371
307557600009100055,48576782.0,519498.5140538508,399458928.0,2729827.5096245157,239442112.0,1936062.6728935526,90087186.0,982201.0307016643
307557600009100060,245861567.0,2665541.056906616,2114938252.0,11822842.301727084,2130289705.0,23587534.425212517,404776003.0,3860722.417269812
307557600009100061,90840427.0,1005878.5578473286,985383837.0,4821502.820156009,818493320.0,5974079.642403651,173603879.0,1602505.5897625599
307557600009100062,87734163.0,866822.7078838835,719105905.0,2881198.6558141676,534817932.0,3067430.849041161,149657758.0,1260561.3089630133
307557600009100063,40020735.0,440455.53986244457,345138869.0,1555678.6751436866,275569094.0,1445757.155290735,67896772.0,685319.512058419
307557600009100065,98259708.0,1070708.0473969122,891414942.0,4653332.59101601,698231415.0,6338654.767455489,176354330.0,1762631.1185456691
307557600009100068,101794688.0,1220061.1966973874,704885482.0,6788236.6036200635,419086702.0,4431588.672857578,157032831.0,1961317.1606136663
307557600009100070,281292073.0,3055361.622114105,2819217292.0,10701059.822427604,3048393188.0,15143038.595443852,471978662.0,4338378.619636498
307557600009100072,77056344.0,839690.7038900291,768886839.0,3972010.517239633,714367887.0,6090627.666795144,137685262.0,1463765.802071359
307557600009100074,253114476.0,2753089.0653678393,2660568988.0,12078212.802116916,2927507448.0,17239056.697773628,395763730.0,3681153.582593913
307557600009100077,81294722.0,885613.5337032625,856087947.0,3986834.903566587,785823229.0,5547666.842109924,150959249.0,1511320.2553896233
307557600009100082,35778521.0,395743.2424585068,327283588.0,1562250.5113454796,235583170.0,1615694.1361877532,64203289.0,704368.2492155182
307557600009100083,108949189.0,1111256.4446005966,971770540.0,7460003.513627125,685161017.0,6451656.161386523,185063273.0,2088521.1847357948
307557600009100089,151661277.0,1335770.414495871,1381053652.0,5943163.3871057825,1016819347.0,5715311.543211098,256756607.0,2068980.8322407291
307557600009100090,78816241.0,865496.5889503559,685487290.0,3497476.6654649395,525260668.0,3404572.248613218,130819255.0,1446700.0185413116
307557600009100091,69101367.0,818182.8967896649,414677905.0,4193791.4436569307,300167017.0,4204691.745965537,95461992.0,1204409.8834419288
307557600009100092,143297024.0,1626631.7154461804,1499687009.0,7859580.683187042,1092939673.0,8156830.788328392,250120591.0,2471307.642594014
307557600009100093,119863018.0,1384512.4867056445,1079875204.0,6833670.983319257,832239238.0,8169422.589297602,190055826.0,1971963.6599104472
307557600009100094,89365337.0,954178.1795959804,609193480.0,3093412.7851580707,421958094.0,4392407.072890364,124474560.0,1401303.751699302
307557600009100095,116080883.0,1247497.9137724433,999155259.0,5743487.503727104,1057724603.0,10551229.021751665,159768238.0,1462665.3918624825
307557600009100096,145789008.0,1577247.6202241518,1262899427.0,6528547.62655668,1198969789.0,9533579.880405799,233837871.0,2456922.6813034806
307557600009100098,73180020.0,783609.7010593915,577402048.0,3010661.7021659994,511398132.0,4807737.640799369,113101050.0,1079015.0145660702
307557600009100099,94660609.0,1039632.2666985056,812451475.0,4216947.600842837,704427289.0,6080914.769879479,152059027.0,1484200.18118653
307557600009100100,46946961.0,395856.58807928435,450577825.0,1986999.4756365784,297157103.0,1576165.9262550757,79409383.0,645580.0799114101
307557600009100102,146216970.0,1703748.70814854,1046563867.0,7456052.827785252,612869924.0,6041783.505525291,220880301.0,2430055.973995575
307557600009100103,120388594.0,1316097.077017999,1039254862.0,4694137.208896734,851181778.0,5671745.75713838,191422395.0,1949052.4148535994
307557600009100104,87997315.0,1030336.9452561071,932699117.0,5955527.803453264,688945079.0,6465601.807365859,156095981.0,1682312.3840275947
307557600009100106,121013797.0,1262618.3076950521,1198389688.0,6130784.0513127055,995511244.0,7000848.573444432,192276507.0,1719644.4641044128
307557600009100109,18870639.0,201879.4302687455,121757817.0,1268930.3436053658,86624674.0,1368882.5693273763,25832969.0,357730.31189631333
307557600009100111,75630411.0,834449.1258739606,763094273.0,3968666.504179733,659806945.0,5454576.441743931,122113075.0,1243500.3651898277
307557600009100115,87082157.0,1002888.2983645651,904669609.0,5980658.10676217,637048998.0,7200245.173525754,153957602.0,1646581.85975945
307557600009100118,61670003.0,617634.0254543901,558084457.0,2548211.935191372,332525971.0,2582478.425936438,105527987.0,951997.2223167238
307557600009200006,10754663.0,94470.57241500667,14285607.0,112978.02457233831,2511483.0,40013.861330718115,9074722.0,75462.46393009293
307557600009200011,31126178.0,275690.3446235427,48746462.0,377942.13017768296,13341242.0,174443.64060010432,26398480.0,218718.40103191242
307557600009200012,22556220.0,194926.254104136,34508039.0,263986.9768838477,9447470.0,116050.43189733376,19147888.0,159088.7572841273
307557600009200018,250415528.0,2140833.845705129,1698190492.0,12664543.810498705,1412311796.0,14756990.233702362,334501829.0,3023102.339340903
307557600009200019,99805420.0,880305.6378535513,559117672.0,6118644.377713584,446125233.0,7218403.043317128,125156131.0,1272060.5566710057
307557600009200020,27961206.0,256809.6867251733,46815178.0,464397.1224332296,16676171.0,266070.9260193681,24337669.0,216601.95542660425
307557600009200022,112611593.0,962201.9382815862,1040856586.0,5590082.429630429,831193376.0,6396011.5632407125,184737294.0,1383319.0193190253
307557600009200024,69875723.0,589579.777046466,659335452.0,3787607.445423374,496323134.0,4280375.888041915,116368951.0,934297.1978755234
307557600009200026,9812043.0,86631.6695515421,18196701.0,146472.8057523563,7414513.0,100516.28604297753,8729206.0,71205.06816178036
307557600009200027,106883167.0,873964.4435470866,1069253645.0,6613170.976503932,838627643.0,6416737.23188552,178625769.0,1472484.8201143811
307557600009200029,56714389.0,498770.73930626194,107319337.0,885929.1066850141,44605524.0,570438.7079887388,50833620.0,417248.1338688262
307557600009200033,117181012.0,894204.5017235193,1209068768.0,6846622.69038026,978592672.0,7828163.650615625,195949593.0,1576782.3684694557
307557600009200043,13840581.0,104703.16917522416,31388598.0,250407.45565389673,14389452.0,184448.2142233311,12867247.0,89403.27853546877
307557600009200044,86039135.0,630448.4807087011,990233133.0,3979998.9480097545,880989288.0,5661044.804561265,151900192.0,964505.5826098737
307557600009200048,84436799.0,723481.052320745,913624737.0,3949630.046379434,650010760.0,3822877.997808807,160989311.0,1374924.149865232
307557600009200049,175092891.0,1719346.0837303498,1767491864.0,9634021.041013053,1427478120.0,10665273.048606701,313296223.0,2840023.316217851
307557600009200050,185354957.0,1844001.3586173023,1690774221.0,12060120.26316467,1181298078.0,10970558.717344804,288227797.0,2920928.6114765876
307557600009200052,81644501.0,893742.0584781531,943705813.0,4636193.248878712,707098482.0,5223963.582149073,141803710.0,1385127.8753841156
307557600009200058,67826352.0,762829.4197383351,739877675.0,3424732.5635285536,655260208.0,4524983.391451171,125231404.0,1196761.8574467336
307557600009200059,49829203.0,560399.6297904646,451672940.0,2725748.2129932167,350520295.0,3037222.343603424,94836385.0,1009926.1803577442
307557600009200060,156460397.0,1860598.611519964,1215195721.0,8609997.613949362,971687065.0,10572857.339067452,228018602.0,2577014.269500632
307557600009200061,83323609.0,925090.5000571246,866640902.0,4844389.165489504,785406226.0,6964857.750686512,147749722.0,1307062.2166616486
307557600009200065,99045109.0,1128115.0579148144,1191308648.0,7567066.506254902,966757665.0,7888180.585049824,172146496.0,1778022.8413022766
