EntityID,fov,volume,center_x,center_y,min_x,min_y,max_x,max_y,anisotropy,transcript_count,perimeter_area_ratio,solidity,cluster
307557600006100004,,493.776405828093,10854.814893456938,2764.3451207,10850.574984978566,2760.75450178814,10859.39770053236,2768.135574633803,1.1676313458192626,0,0.5483256015091018,0.9693768725974484,6
307557600006100024,,222.04173578733548,10772.887288460262,2774.9661976887955,10771.64155274342,2770.135455780497,10774.549855730878,2780.642773398033,3.623099510155943,0,1.1987670616455872,0.8342990530807429,6
307557600006100034,,166.05965910727053,10776.071667951835,2798.306098874068,10773.901872279986,2796.006794482434,10778.66367634005,2800.4668936033654,1.0498032980093177,0,0.9298914399168422,1.0,6
307557600006100048,,91.8420109130679,10772.82811786594,2824.751258647131,10771.633930201862,2822.552211875184,10774.003372988116,2826.909922263207,1.9200908918544024,0,1.313970915366232,1.0,6
307557600006100053,,154.8883566488447,10776.083256293752,2831.6744602946787,10774.14370158031,2829.428789257957,10778.014736328756,2833.8272767954963,1.143819460921459,0,0.96638597108476,1.0,6
307557600006200026,,230.1946849228609,10772.83439002594,2785.6963511932304,10771.633930201862,2779.6771422477,10774.098656574346,2791.809505677652,4.96223640647957,0,1.2848200379836836,0.7963510876358084,6
307557600006200030,,298.41500358562865,10772.808754606258,2800.597294235264,10771.633930201862,2793.7935439231537,10774.174260780756,2807.2723056374143,5.329050577181606,0,1.054764348496745,0.9431042793771984,6
307557600006200034,,135.05842525361655,10775.679332283327,2815.2684065879635,10773.957832117929,2812.8984202585107,10777.782464008014,2817.5507077893385,1.2429236625278264,0,1.030641804151346,0.9999999999999996,6
307557600006200038,,572.8688310057956,10772.897148792052,2838.1216092222467,10771.633930201862,2826.520343261608,10774.549855730878,2850.972856684355,8.385849768597797,0,0.990607663682944,0.8751257859373657,6
307557600007100007,,134.43798349684485,10985.15747411735,2562.529633397287,10982.991466666535,2560.823651770584,10987.494806468463,2564.5739795264485,1.2309191635267258,0,1.04232391005489,0.9999999999999996,6
307557600007100011,,81.89385704169587,10997.367641086195,2562.285770119662,10995.583385624765,2560.9838087303515,10999.02837185526,2563.809443602527,1.2193269081572788,0,1.3216671264659328,1.0000000000000002,6
307557600007100018,,127.7958579557608,11095.251166301208,2562.3480017721195,11092.802387464364,2560.9422768478885,11097.887995037432,2564.1853998403026,1.5795331692181955,0,1.0975705689898836,1.0000000000000002,6
307557600007100022,,218.77423835857647,11168.977305226754,2562.774041271157,11165.772535086431,2560.943064426267,11172.341477506863,2564.7981061520964,1.7095720322548558,0,0.8670293740451154,0.9716456113234052,6
