,x_shift,y_shift,cluster
0,-11505.00312795625,-8325.661659969157,cluster_5
1,-11274.232539441933,-8519.028032565262,cluster_5
2,-11262.877832175385,-8528.542323663438,cluster_5
3,-11759.720590380151,-8112.229818143533,cluster_5
4,-11721.026653380963,-8144.652087754079,cluster_5
5,-11745.556144561826,-8124.098434180597,cluster_5
6,-11729.943970038987,-8137.180125288871,cluster_5
7,-11673.241866839948,-8184.691725812816,cluster_5
8,-11759.97183372861,-8112.019297317446,cluster_0
9,-11776.602769724394,-8098.083969652487,cluster_0
10,-11781.708271818765,-8093.805987667755,cluster_1
11,-11791.499062441382,-8085.602127376322,cluster_0
12,-11793.037423290467,-8084.3131101794315,cluster_0
13,-11802.94286958645,-8076.013178062732,cluster_5
14,-11782.205336467558,-8093.389489236557,cluster_1
15,-11808.265314317883,-8071.55341636742,cluster_5
16,-11820.061098280086,-8061.6695400407925,cluster_5
17,-11776.96781462417,-8097.778092683681,cluster_5
18,-11808.538994064718,-8071.3240957237485,cluster_5
19,-11818.064350833083,-8063.342646710508,cluster_5
20,-11786.977198734781,-8089.391069407229,cluster_1
21,-11827.750148639796,-8055.226761581294,cluster_5
22,-11833.6981301759,-8050.242852577509,cluster_5
23,-11825.710640660385,-8056.935697986052,cluster_5
24,-11789.15291528835,-8087.568001656398,cluster_5
25,-11814.895676975555,-8065.997729291504,cluster_5
26,-11795.950285933452,-8081.872375912682,cluster_5
27,-11770.675795565645,-8103.050276238289,cluster_5
28,-11791.729008884759,-8085.409451568137,cluster_5
29,-11781.753865049877,-8093.7677843690935,cluster_5
30,-11753.020464581688,-8117.843960872585,cluster_5
31,-11761.429459802759,-8110.797929081685,cluster_5
32,-11776.683822667095,-8098.016054093492,cluster_5
33,-11739.650565139349,-8129.046813774176,cluster_5
34,-11757.215580682818,-8114.328805894138,cluster_0
35,-11791.27036304487,-8085.793758263962,cluster_0
36,-11772.946222319435,-8101.147849293627,cluster_0
37,-11792.288163606534,-8084.940926870228,cluster_0
38,-11823.419138311796,-8058.855784509186,cluster_5
39,-11828.066981413467,-8054.961282325213,cluster_5
40,-11838.310710732294,-8046.37789744506,cluster_5
41,-11790.61874342524,-8086.339760780884,cluster_1
42,-11844.475851071295,-8041.212027601881,cluster_5
43,-11819.223981584228,-8062.370973529175,cluster_5
44,-11791.315926560517,-8085.755579864365,cluster_1
45,-11805.540453730646,-8073.836620700244,cluster_5
46,-11780.179430158134,-8095.087028584161,cluster_5
47,-11772.041335179807,-8101.906068722389,cluster_5
48,-11782.675712275914,-8092.995353812263,cluster_5
49,-11804.56585297225,-8074.6532542868445,cluster_5
50,-11800.715712668214,-8077.879348519088,cluster_5
51,-11770.054674009232,-8103.570723939524,cluster_5
52,-11802.0843110778,-8076.732577989506,cluster_4
53,-11871.367011019425,-8018.67949393913,cluster_5
54,-11845.113780092644,-8040.677496656555,cluster_5
55,-11852.430870532842,-8034.546389371664,cluster_5
56,-11861.872258611289,-8026.6352990687155,cluster_5
57,-11851.009208965434,-8035.73762237115,cluster_5
58,-11864.141852576371,-8024.73356993105,cluster_5
59,-11906.496940575948,-7989.243563253016,cluster_5
60,-11825.774240679293,-8056.882406511465,cluster_5
61,-11860.28136631055,-8027.968333210394,cluster_5
62,-11883.936546664581,-8008.147278683414,cluster_5
63,-11815.876755652984,-8065.175667752782,cluster_5
64,-11832.417380746907,-8051.31601303909,cluster_5
65,-11826.422334478759,-8056.339358335736,cluster_5
66,-11881.127741513546,-8010.500821510866,cluster_5
67,-11808.572972674507,-8071.295624502339,cluster_5
68,-11895.620731698082,-7998.356912886737,cluster_5
69,-11861.162949568872,-8027.229640477058,cluster_5
70,-11880.453613523869,-8011.06568415159,cluster_5
71,-11851.685363896862,-8035.171061323465,cluster_5
72,-11861.673581005809,-8026.801774216762,cluster_5
73,-11889.69862672021,-8003.319139507887,cluster_5
74,-11899.869422987404,-7994.796866399939,cluster_5
75,-11870.735258052337,-8019.208849869664,cluster_5
76,-11899.613207702288,-7995.011553291389,cluster_5
77,-11885.360346257607,-8006.954254198017,cluster_5
78,-11835.951342296803,-8048.354850049486,cluster_5
79,-11874.157826846214,-8016.341024654616,cluster_5
80,-11842.482341094574,-8042.88242154339,cluster_5
81,-11897.704039804246,-7996.611275654182,cluster_5
82,-11875.730091637757,-8015.023598801267,cluster_5
83,-11852.932903817118,-8034.125727641206,cluster_5
84,-11841.972059759117,-8043.309994448049,cluster_5
85,-11899.132153991734,-7995.414635900974,cluster_5
86,-11853.32091884288,-8033.800603635904,cluster_5
87,-11893.909482979427,-7999.790795598856,cluster_5
88,-11901.219045542079,-7993.665996043141,cluster_5
89,-11865.373258183547,-8023.70175544816,cluster_5
90,-11798.418436593442,-8079.804272939875,cluster_5
91,-11867.91802792135,-8021.56945212277,cluster_5
92,-11171.151052531784,-8605.401661605045,cluster_5
93,-11107.862493344413,-8658.432159103371,cluster_5
94,-11078.161306299791,-8683.319259481246,cluster_5
95,-11253.07477875028,-8536.756459153503,cluster_5
96,-11244.935729181072,-8543.576299158722,cluster_5
97,-11230.585360503224,-8555.600702937887,cluster_5
98,-11212.674790005307,-8570.608256849353,cluster_5
99,-11189.304516861079,-8590.1905830616,cluster_5
100,-11175.131789595423,-8602.066138256034,cluster_5
101,-11162.919772791143,-8612.298782748248,cluster_5
102,-11150.044046895988,-8623.087559718992,cluster_5
103,-11141.579812444921,-8630.179877345525,cluster_5
104,-11123.691771023094,-8645.168553783262,cluster_5
105,-11089.919639238537,-8673.466763967062,cluster_5
106,-11060.024533489635,-8698.51635193344,cluster_5
107,-11051.911869392254,-8705.314083129173,cluster_5
108,-11043.10637394314,-8712.692348812285,cluster_5
109,-11032.75939570418,-8721.362247616456,cluster_5
110,-11018.088114310294,-8733.655549300767,cluster_5
111,-11013.195290536236,-8737.755324714231,cluster_5
112,-10953.07311053365,-8788.13266237461,cluster_5
113,-10935.51202468804,-8802.847377497867,cluster_5
114,-10929.032265342417,-8808.276871646256,cluster_5
115,-11206.765705138278,-8575.559573711073,cluster_5
116,-11132.653882832705,-8637.659056743012,cluster_5
117,-11754.22866977428,-8116.831586388697,cluster_5
118,-11745.977146664214,-8123.7456697754,cluster_5
119,-11735.1892198619,-8132.785046443914,cluster_5
120,-11767.284219857022,-8105.892131850756,cluster_5
121,-11731.623061841465,-8135.773187371906,cluster_5
122,-11776.38601046234,-8098.265595710209,cluster_5
123,-11744.057973737948,-8125.353775511603,cluster_5
124,-11832.897086305937,-8050.914060067262,cluster_5
125,-11859.209356288822,-8028.866587579041,cluster_5
126,-11868.316369896445,-8021.235675001201,cluster_5
127,-11787.358073340996,-8089.071928473838,cluster_5
128,-11827.941454562982,-8055.066463283921,cluster_5
129,-11854.742189730627,-8032.609697993163,cluster_5
130,-11870.088202159464,-8019.751028366834,cluster_5
131,-11783.896521729865,-8091.972418015888,cluster_5
132,-11764.878306963054,-8107.908084802489,cluster_5
133,-11839.35609569782,-8045.501952637484,cluster_5
134,-11818.872673862357,-8062.665339896574,cluster_5
135,-11755.252007671686,-8115.974115172649,cluster_5
136,-11778.383519567755,-8096.59185083471,cluster_5
137,-11796.670593322371,-8081.268818813633,cluster_5
138,-11825.997765593553,-8056.695111405388,cluster_5
139,-11756.512656834168,-8114.917797046346,cluster_5
140,-11794.907921198323,-8082.74579002083,cluster_5
141,-11809.822100432988,-8070.248960344997,cluster_5
142,-11760.566527140909,-8111.520994181492,cluster_5
143,-11788.004934621184,-8088.529913045754,cluster_5
144,-11807.231646121154,-8072.419543506741,cluster_5
145,-11780.067959861133,-8095.180431331548,cluster_5
146,-11843.719699106654,-8041.845619445085,cluster_5
147,-11784.030005817813,-8091.860569560451,cluster_5
148,-11847.73843516079,-8038.478256133268,cluster_5
149,-11821.08722319235,-8060.809733540354,cluster_5
150,-11795.638554942756,-8082.133580303089,cluster_5
151,-11779.793041811057,-8095.4107895693405,cluster_5
152,-11805.906899024014,-8073.529570319215,cluster_5
153,-11812.937313865586,-8067.638673110378,cluster_5
154,-11810.86385040441,-8069.376061357205,cluster_5
155,-11792.20562751134,-8085.0100851864545,cluster_5
156,-11839.738543396263,-8045.181493584917,cluster_5
157,-11803.025332884175,-8075.944080744671,cluster_5
158,-11767.511198507926,-8105.701942803423,cluster_5
159,-11777.723556432225,-8097.144844517251,cluster_5
160,-11794.095495738587,-8083.426534326962,cluster_5
161,-11772.010376131217,-8101.932009805105,cluster_5
162,-11761.571632539677,-8110.6788002681,cluster_5
