,x_shift,y_shift,cluster
0,-1854.8351495554855,-5898.2580745606465,cluster_5
1,-1848.3641808942211,-5889.832403727261,cluster_5
2,-1836.934869638617,-5904.614889767368,cluster_5
3,-1828.3763113384666,-5937.536663343225,cluster_5
4,-1827.7680462468818,-5961.243461797906,cluster_5
5,-1828.0350900138073,-5976.74831638787,cluster_5
6,-1829.4467081280532,-5994.917512772725,cluster_5
7,-1819.6559499475454,-5983.646166967751,cluster_5
8,-1817.6345471097136,-5994.8802489158,cluster_5
9,-1830.55980042305,-6019.537910562745,cluster_5
10,-1819.769266006294,-6019.2410576930915,cluster_5
11,-1820.8482108130884,-6041.912844047207,cluster_5
12,-1819.8270130393823,-6074.82701638615,cluster_5
13,-1813.1298320899891,-6107.409415573401,cluster_5
14,-1813.6681095788324,-6127.956127704997,cluster_5
15,-1813.9588464370745,-6146.123322312085,cluster_5
16,-1845.3328426116757,-5912.974751280066,cluster_5
17,-1837.8923513525237,-5928.889460143078,cluster_5
18,-1831.734230159147,-5949.500621955909,cluster_5
19,-1832.9192647008035,-6036.1490227027925,cluster_5
20,-1824.8241576784549,-6023.695569252464,cluster_5
21,-1817.6096332254442,-6013.364982742827,cluster_5
22,-1826.895878485639,-6064.571283428873,cluster_5
23,-1823.3789204670438,-6052.057103935222,cluster_5
24,-1812.9312453781122,-6093.370637254601,cluster_5
25,-1821.328627031933,-6102.575113353177,cluster_5
26,-1816.7828756162899,-6113.570072391253,cluster_5
27,-1820.6769522615468,-6158.182779189124,cluster_5
28,-1818.6790935478912,-6169.294912966627,cluster_5
29,-1820.1995882564097,-5930.0970966913565,cluster_5
30,-1822.3689406930098,-6087.889576852202,cluster_5
31,-1425.610406477575,-5759.317137469318,cluster_5
32,-1420.7809818298088,-5764.562406381137,cluster_5
33,-1402.1167508629678,-5776.90438084875,cluster_5
34,-1392.107435136604,-5752.911017471348,cluster_5
35,-1393.0582775217772,-5765.814659829024,cluster_5
36,-1382.912459641212,-5757.516476777573,cluster_5
37,-1373.9324794132153,-5751.084882987798,cluster_5
38,-1375.0200717375906,-5756.402981782542,cluster_5
39,-1379.5348864779444,-5773.983359959712,cluster_5
40,-1359.0937664731732,-5753.485079522703,cluster_5
41,-1369.1069794009184,-5771.636778834389,cluster_5
42,-1364.170935268606,-5767.980522583166,cluster_5
43,-1371.6833685377185,-5792.69142477512,cluster_5
44,-1357.4180118852832,-5785.0953576118545,cluster_5
45,-1355.1285456187536,-5802.712769277307,cluster_5
46,-1332.776358242957,-5815.34309024299,cluster_5
47,-1323.045226124057,-5813.328099071016,cluster_5
48,-1423.725276349168,-5754.726857024886,cluster_5
49,-1412.4776887778671,-5749.59966880112,cluster_5
50,-1400.0360667729306,-5754.278686425031,cluster_5
51,-1386.9238955418987,-5748.0791927702685,cluster_5
52,-1397.3527444069643,-5761.256813843956,cluster_5
53,-1358.9312993905269,-5761.74071068821,cluster_5
54,-1356.5494488836628,-5774.209452428149,cluster_5
55,-1351.5054220964562,-5797.322990707489,cluster_5
56,-1322.6700828313506,-5787.719189206813,cluster_5
57,-1320.0171797532691,-5799.74050937875,cluster_5
58,-1324.2488333979347,-5806.7698170246595,cluster_5
59,-1309.9970922791615,-5806.808268687165,cluster_5
60,-1312.0873541187866,-5816.427840666944,cluster_5
61,-1306.2395272264375,-5824.353657285944,cluster_5
62,-1409.0687452594184,-5756.963703845969,cluster_5
63,-1406.4618180231525,-5771.429142549863,cluster_5
64,-1393.5909113881817,-5773.585527975445,cluster_5
65,-1387.040761649103,-5763.914289075754,cluster_5
66,-1359.8583249545552,-5779.250039368114,cluster_5
67,-1354.312899924666,-5770.096933142667,cluster_5
68,-1349.0248001086602,-5769.870585224224,cluster_5
69,-1356.4121063159466,-5790.639837162004,cluster_5
70,-1348.017903681403,-5783.034576317493,cluster_5
71,-1357.9078518624417,-5795.818509152585,cluster_5
72,-1344.0531226102858,-5779.785472588396,cluster_5
73,-1348.2084926718223,-5789.950689778836,cluster_5
74,-1338.3153075645534,-5800.654087538113,cluster_5
75,-1340.9745966698583,-5804.8043915924745,cluster_5
76,-1494.4604023879756,-5792.444712944092,cluster_5
77,-1491.216618690705,-5802.668894429041,cluster_4
78,-1479.5215144862173,-5788.385587144427,cluster_5
79,-1475.1145648840866,-5779.433964124862,cluster_5
80,-1485.8305748139626,-5809.347544655244,cluster_1
81,-1462.6715810893897,-5774.479354147908,cluster_5
82,-1480.383010717415,-5802.376758361922,cluster_2
83,-1484.6278038610349,-5818.945496126913,cluster_5
84,-1473.1208907902221,-5795.025635410485,cluster_5
85,-1475.288830180029,-5800.5533984488975,cluster_2
86,-1457.169136292153,-5766.9146304893375,cluster_5
87,-1471.2985007616517,-5808.556556848686,cluster_2
88,-1451.7200504889229,-5767.926344255097,cluster_5
89,-1465.0490758621424,-5802.774952166806,cluster_5
90,-1444.344197504092,-5761.301537922721,cluster_5
91,-1474.1700387685578,-5819.712558960641,cluster_1
92,-1440.925545746711,-5768.010520573979,cluster_5
93,-1449.2377953631053,-5790.620254402694,cluster_5
94,-1466.220439193476,-5825.434894184042,cluster_3
95,-1440.2912254729918,-5782.908241181985,cluster_5
96,-1457.0184432024782,-5812.839524860184,cluster_2
97,-1447.583870889427,-5809.490216183822,cluster_5
98,-1458.6743957729402,-5831.508767979567,cluster_3
99,-1453.7168448381337,-5825.174125601233,cluster_2
100,-1448.7423219422928,-5821.838264086421,cluster_2
101,-1433.8209613149459,-5796.49401140561,cluster_5
102,-1417.9196696432589,-5772.894311824395,cluster_5
103,-1441.6154784070413,-5820.036912061246,cluster_5
104,-1414.8682528700267,-5780.83397416509,cluster_5
105,-1433.323237331788,-5815.420107944509,cluster_5
106,-1421.6852809733316,-5793.851482696196,cluster_5
107,-1426.0710030877945,-5808.94910073233,cluster_5
108,-1418.610259494775,-5799.456707480862,cluster_5
109,-1442.8697911535232,-5839.921168004502,cluster_2
110,-1414.20831305444,-5796.490775863156,cluster_5
111,-1437.9675784945518,-5843.253952725512,cluster_2
112,-1403.1004237077912,-5788.990182678215,cluster_5
113,-1408.3774231981508,-5797.849196066309,cluster_5
114,-1415.804044183763,-5817.593993234373,cluster_5
115,-1425.5522391152251,-5850.263934685078,cluster_2
116,-1394.8880440220894,-5789.110925569575,cluster_5
117,-1408.9656550579227,-5815.7113567861925,cluster_5
118,-1401.7939177231294,-5807.687788700647,cluster_5
119,-1414.830587659876,-5827.877922420862,cluster_5
120,-1408.0581905155868,-5820.506169464927,cluster_5
121,-1413.7976579821147,-5834.419070197879,cluster_5
122,-1401.953615897986,-5822.520590553208,cluster_5
123,-1395.3090863653265,-5812.910552939564,cluster_5
124,-1407.028044361935,-5840.111963046583,cluster_5
125,-1414.234265165317,-5855.107028777738,cluster_2
126,-1391.1737614995714,-5820.960900186382,cluster_5
127,-1413.1723582069292,-5861.371845220677,cluster_2
128,-1380.8825206380493,-5805.353015541534,cluster_5
129,-1399.9329493274188,-5840.1502852768635,cluster_5
130,-1373.3768850834533,-5798.602984778105,cluster_5
131,-1404.289005677523,-5859.083103085767,cluster_5
132,-1385.1103159227698,-5825.761138707139,cluster_5
133,-1388.5791177336882,-5834.881156249021,cluster_5
134,-1363.117466844431,-5792.521688212781,cluster_5
135,-1395.563530787532,-5867.7409445670755,cluster_2
136,-1370.8162701563456,-5826.8510638392145,cluster_5
137,-1363.9978939962994,-5822.873183081815,cluster_5
138,-1376.8007972394298,-5835.343805001133,cluster_5
139,-1384.407685603537,-5848.82576947898,cluster_5
140,-1373.8956422961335,-5841.861926916985,cluster_5
141,-1367.8384267799815,-5833.940967043394,cluster_5
142,-1358.3122953432458,-5818.91076212217,cluster_5
143,-1369.0222269214748,-5849.948992656188,cluster_5
144,-1382.926340306602,-5868.952539817109,cluster_2
145,-1342.2069543856755,-5812.952659635736,cluster_5
146,-1382.7408554656843,-5877.772532227562,cluster_5
147,-1347.1684565275268,-5823.855798274095,cluster_5
148,-1348.3765105116443,-5828.537040675309,cluster_5
149,-1365.6663005304913,-5870.714733931947,cluster_2
150,-1351.5291031162162,-5841.3688493548125,cluster_5
151,-1357.1246132934766,-5858.368232421313,cluster_5
152,-1353.072672374718,-5846.062039911585,cluster_5
153,-1356.9140851737925,-5865.349582241873,cluster_2
154,-1336.7976277252774,-5853.939045436296,cluster_5
155,-1317.6453919506139,-5826.643980801676,cluster_5
156,-1319.1543740386917,-5836.516235785179,cluster_5
157,-1310.4986058000216,-5836.547604526622,cluster_5
158,-1302.2250440483892,-5839.671636086481,cluster_5
159,-1525.4972488580074,-5796.998650284542,cluster_1
160,-1507.7635081354338,-5797.264314396167,cluster_4
161,-1495.9235650258279,-5788.493273296075,cluster_5
162,-1499.8077693534658,-5804.3701874302205,cluster_1
163,-1485.3616522259172,-5796.223934423667,cluster_5
164,-1478.3194798105496,-5811.765792285094,cluster_3
165,-1463.3979240206422,-5785.32025520458,cluster_5
166,-1466.1666144574403,-5792.880730217194,cluster_5
167,-1451.762172696209,-5782.814477482285,cluster_5
168,-1464.6286167621406,-5818.694117678953,cluster_3
169,-1430.300118070436,-5763.101160540137,cluster_5
170,-1444.0742983348198,-5798.046822079808,cluster_5
171,-1422.6668084306975,-5776.7751567501045,cluster_5
172,-1439.9936421447237,-5807.925554141179,cluster_5
173,-1448.7983948433562,-5833.394039635756,cluster_2
174,-1407.6565722385012,-5765.143469085275,cluster_5
175,-1424.584038337056,-5799.554393990639,cluster_5
176,-1416.928123160462,-5788.504684661556,cluster_5
177,-1399.8413280863647,-5770.943804151711,cluster_5
178,-1408.7344124373988,-5791.480073313247,cluster_5
179,-1399.4772019586285,-5783.6459479624245,cluster_5
180,-1409.6957399927664,-5803.31477757781,cluster_5
181,-1405.3835541168112,-5811.991057206957,cluster_5
182,-1402.8317400147396,-5816.252635766692,cluster_5
183,-1395.889362577207,-5831.011025081514,cluster_5
184,-1396.4417465667866,-5850.749408817477,cluster_5
185,-1392.2026065944788,-5845.096158427674,cluster_5
186,-1368.8139915906556,-5808.33679499586,cluster_5
187,-1380.1356477537026,-5831.085107949313,cluster_5
188,-1377.4570343067762,-5824.049000040113,cluster_5
189,-1396.2503143489323,-5862.83617077081,cluster_5
190,-1358.8110606675789,-5808.533818690469,cluster_5
