,fov,volume,min_x,min_y,max_x,max_y,anisotropy,transcript_count,perimeter_area_ratio,solidity,n_genes_by_counts,log1p_n_genes_by_counts,total_counts,log1p_total_counts,pct_counts_in_top_10_genes,pct_counts_in_top_50_genes,pct_counts_in_top_100_genes,pct_counts_in_top_120_genes,n_counts,clusters,cell type
3066494500035300040,,465.3029148897184,6026.939020456947,5524.184427657601,6035.534840863742,5531.75447173684,1.17080726922197,140,0.5858431499483919,0.941024182812552,37,3.6375861597263857,88.0,4.4886365,63.63636363636363,100.0,100.0,100.0,88.0,3,CM
3066494500035300044,,648.2920552059851,6005.018203432524,5530.274673053818,6016.453405559283,5537.173024746177,1.7170872059422757,211,0.4853650994527729,0.9925551110433376,49,3.912023005428146,167.0,5.123964,61.67664670658682,100.0,100.0,100.0,167.0,3,CM
3066494500035300045,,374.2664921953912,6025.963470332803,5530.425389649983,6033.364563499443,5537.011082181838,1.495834572744296,194,0.6226229893639191,1.0,47,3.8712010109078907,122.0,4.8121843,53.278688524590166,100.0,100.0,100.0,122.0,3,CM
3066494500060100061,,1127.9706714095548,6281.704956597168,6607.005683586432,6294.197452262812,6621.24709554835,1.7402503339758677,265,0.3975264983758983,0.9364198791981652,53,3.988984046564274,154.0,5.043425,47.4025974025974,98.05194805194806,100.0,100.0,154.0,4,LPM-3
3066494500060200092,,2103.583420477772,6289.748387043948,6567.96428346595,6306.527105017604,6589.060496184428,1.7698535913456026,334,0.308147681257795,0.8996783685448629,55,4.025351690735149,178.0,5.187386,57.30337078651685,97.19101123595506,100.0,100.0,178.0,0,LPM-2
3066494500060200097,,1158.5950131677364,6288.068572517881,6593.199997024384,6300.012495469164,6607.19306234465,1.6029168163598524,176,0.3750032017857289,0.9478521642622382,43,3.784189633918261,111.0,4.7184987,54.054054054054056,100.0,100.0,100.0,111.0,0,LPM-2
3066494500060200115,,987.8044459398756,6275.13447158382,6606.999096844827,6287.575423324388,6618.22317589198,1.0846452171260197,198,0.4191872101282397,0.9381575019342938,38,3.6635616461296463,156.0,5.056246,71.15384615384616,100.0,100.0,100.0,156.0,2,CM
3066494500060200133,,504.7729967933735,6275.971417168984,6625.405632388932,6283.3869768885015,6634.6709481852895,1.255122393641012,38,0.5673678416506802,0.934059143157874,15,2.772588722239781,19.0,2.9957323,73.68421052631578,100.0,100.0,100.0,19.0,3,CM
3066494500060200141,,678.5259843944156,6244.999551545656,6631.203965185602,6255.860960550973,6639.927567645075,1.3194822525585208,123,0.4989948984975658,0.9183106883334248,42,3.7612001156935624,91.0,4.5217886,60.43956043956044,100.0,100.0,100.0,91.0,2,CM
3066494500060300027,,128.2773597218628,6272.502289607518,6629.396783092896,6276.895812021217,6633.3135958466,1.3372667567667171,34,1.0681946565480287,0.9999999999999996,18,2.9444389791664403,20.0,3.0445225,60.0,100.0,100.0,100.0,20.0,1,LPM-1
3066494500067100003,,570.0152191234852,6114.139616310976,6752.596469703791,6121.959732935937,6762.729493569606,1.371985830233048,244,0.5143025030524179,0.986696937756,47,3.8712010109078907,184.0,5.220356,61.95652173913043,100.0,100.0,100.0,184.0,2,CM
3066494500067100012,,172.165095429727,6095.677403302212,6782.738447263815,6099.565556797338,6789.874381980944,2.627162568933544,37,1.0704240952546658,0.9635424794566844,13,2.6390573296152584,33.0,3.5263605,90.9090909090909,100.0,100.0,100.0,33.0,2,CM
3066494500067100014,,598.586399015751,6103.179204992095,6785.965358297764,6112.528514146106,6798.452174581349,1.1397958218194908,35,0.6540690431276343,0.7571645891891139,12,2.5649493574615367,23.0,3.1780539,91.30434782608695,100.0,100.0,100.0,23.0,0,LPM-2
3066494500067100018,,713.3391952115784,6085.789516904495,6789.703814562219,6095.615957649833,6801.361978817944,1.0059777347214147,151,0.5388286087970325,0.8452481573305651,36,3.6109179126442243,115.0,4.75359,71.30434782608695,100.0,100.0,100.0,115.0,2,CM
3066494500067100026,,441.9899127011317,6091.189932410808,6794.582808805243,6101.29921313076,6801.279072853096,1.8108011723582105,74,0.6234995062565757,0.9754318063243272,27,3.332204510175204,57.0,4.060443,68.42105263157895,100.0,100.0,100.0,57.0,2,CM
3066494500067100029,,532.5517973026408,6106.76739339742,6796.769389374325,6118.171933918033,6802.941329671021,1.876642569338205,36,0.5598664861122775,0.9771640262128104,21,3.0910424533583156,27.0,3.3322046,59.25925925925925,100.0,100.0,100.0,27.0,0,LPM-2
3066494500067100050,,413.3091895443829,6087.653202068007,6808.198554811999,6096.2722444434,6815.147665624096,1.3956616850658212,114,0.6034451136476501,0.985089396422497,34,3.5553480614894135,65.0,4.189655,60.0,100.0,100.0,100.0,65.0,0,LPM-2
3066494500067100054,,1221.4257699894265,6053.4501832142905,6816.513530179071,6069.1615083735705,6828.653039622436,1.264193114512509,456,0.3798495438575688,0.9132675377186744,57,4.060443010546419,275.0,5.620401,61.81818181818181,97.45454545454545,100.0,100.0,275.0,0,LPM-2
3066494500067100057,,570.4125072577837,6084.510857014393,6834.136673034889,6093.345573220425,6843.073201769244,1.3327942598505316,25,0.524477693726772,0.9760341650013756,13,2.6390573296152584,19.0,2.9957323,84.21052631578947,100.0,100.0,100.0,19.0,0,LPM-2
3066494500067200005,,698.8160169887753,6106.750900949175,6764.211259444479,6115.72847330209,6777.035350547571,1.7956776861561234,295,0.5468148701277334,0.9332995111500156,44,3.8066624897703196,245.0,5.5053315,75.10204081632654,100.0,100.0,100.0,245.0,2,CM
