,fov,volume,min_x,min_y,max_x,max_y,anisotropy,transcript_count,perimeter_area_ratio,solidity,n_genes_by_counts,log1p_n_genes_by_counts,total_counts,log1p_total_counts,pct_counts_in_top_10_genes,pct_counts_in_top_50_genes,pct_counts_in_top_70_genes,pct_counts_in_top_90_genes,n_counts,clusters,cell type
3066494500026100111,,1091.2182107340338,5783.216330847029,5434.696026006792,5795.614668067955,5446.226326750307,1.0069800039226269,270,0.3774969593981056,0.9669334171946607,38,3.6635616461296463,143.0,4.9698133,69.23076923076923,100.0,100.0,100.0,143.0,0,LPM-2
3066494500026100115,,686.0952889484308,5771.852909797547,5439.233883491196,5783.795401516542,5446.677925843225,1.6313494259704522,160,0.4944223097912285,0.9645010296020262,27,3.332204510175204,77.0,4.356709,71.42857142857143,100.0,100.0,100.0,77.0,0,LPM-2
3066494500026200116,,519.8141887033754,5790.928045966224,5433.718270173066,5803.788332741113,5439.118126702299,2.384354980530171,95,0.6084546273782242,0.9440796647661226,23,3.1780538303479453,34.0,3.5553482,61.76470588235294,100.0,100.0,100.0,34.0,0,LPM-2
3066494500026200123,,305.8526244416043,5824.083814216967,5441.33623223818,5830.917545417511,5447.331956773702,1.1808791273636263,119,0.7367500103315258,0.9291018085584428,32,3.4965075614664802,74.0,4.317488,63.51351351351351,100.0,100.0,100.0,74.0,0,LPM-2
3066494500027100097,,501.1969751296363,5842.363794955662,5439.16744033528,5850.992206460272,5448.507113377316,1.3791710791844685,180,0.5722150679868591,0.953999416219788,40,3.7135720667043075,99.0,4.6051702,58.58585858585859,100.0,100.0,100.0,99.0,1,LPM-1
3066494500027100103,,955.1209502379986,5850.588368611316,5441.405006003532,5867.594521707761,5451.471622085123,1.704739168184792,309,0.5555248570955639,0.718552711954082,50,3.9318256327243257,154.0,5.043425,59.74025974025974,100.0,100.0,100.0,154.0,1,LPM-1
3066494500027100112,,858.9915924731484,5845.975747567731,5444.84377511514,5856.403464281128,5457.0380278457005,1.3866035066708473,262,0.4284804426048393,0.9627867640673538,38,3.6635616461296463,147.0,4.9972124,70.06802721088435,100.0,100.0,100.0,147.0,1,LPM-1
3066494500027100119,,1830.850596788512,5832.294318088827,5448.708607282692,5850.766383441293,5462.877495430925,1.1972564578750853,686,0.2923868704854284,0.9546543103221756,75,4.330733340286331,465.0,6.1441855,56.98924731182796,93.76344086021506,98.9247311827957,100.0,465.0,2,CM
3066494500027100127,,1109.261167047107,5860.603513477656,5450.579958928483,5873.252069175431,5462.399142010839,1.1168064584721793,355,0.3866806596378155,0.9471263177191016,46,3.8501476017100584,201.0,5.3082676,62.189054726368155,100.0,100.0,100.0,201.0,1,LPM-1
3066494500027100139,,929.2596343729842,5856.955759486139,5457.453052990903,5871.259315340589,5469.189178242651,1.7632157619500304,350,0.4434617751338643,0.9395775326409482,53,3.988984046564274,184.0,5.220356,55.434782608695656,98.36956521739131,100.0,100.0,184.0,1,LPM-1
3066494500027100142,,1218.2481322770204,5847.825410290905,5459.969195438792,5862.451273958509,5471.919052223666,1.4500651693924484,596,0.3554245345066099,0.9844339091860624,68,4.23410650459726,402.0,5.9989367,55.472636815920396,95.52238805970148,100.0,100.0,402.0,2,CM
3066494500027100152,,599.3348309230344,5867.587832052409,5464.551300280867,5876.154090418933,5474.698664023537,1.4543436496176805,182,0.5059340513564292,0.9866201611271544,32,3.4965075614664802,90.0,4.5108595,62.22222222222222,100.0,100.0,100.0,90.0,1,LPM-1
3066494500027100160,,1077.0911096711077,5860.617779471903,5469.491953321265,5874.182236472265,5480.656828287216,1.0542786742337151,363,0.3893119625083102,0.9597147122081544,55,4.025351690735149,205.0,5.327876,53.65853658536586,97.5609756097561,100.0,100.0,205.0,1,LPM-1
3066494500027200103,,442.5894137548815,5836.432831581152,5443.538937964418,5846.34559883215,5450.235334625525,1.3807928308984243,81,0.6250254371181952,0.9496085075037268,27,3.332204510175204,46.0,3.8501477,63.04347826086957,100.0,100.0,100.0,46.0,1,LPM-1
3066494500027200178,,361.025540208537,5870.066348261384,5480.613557741202,5876.840101781874,5488.344573532073,1.8229685725771227,90,0.6643681017766273,1.0,25,3.2580965380214817,52.0,3.9702919,69.23076923076923,100.0,100.0,100.0,52.0,1,LPM-1
3066494500027300149,,240.28206654417573,5887.538529791314,5484.444389634656,5892.351509345568,5491.069157409152,1.4282050249993234,66,0.8041481862185165,0.9733510952772352,15,2.772588722239781,28.0,3.3672957,82.14285714285714,100.0,100.0,100.0,28.0,1,LPM-1
3066494500035100026,,413.315023665836,5896.348605255785,5501.562496941581,5904.441197992668,5508.911607530656,1.3914493779487007,133,0.6298740269911961,0.9355288196901762,26,3.295836866004329,59.0,4.0943446,67.79661016949152,100.0,100.0,100.0,59.0,1,LPM-1
3066494500035100039,,843.5655716843688,5913.201529323392,5509.1067638481545,5927.230343796255,5517.929660072095,1.864005066460824,213,0.4400181183433078,0.9712427730097928,32,3.4965075614664802,86.0,4.465908,66.27906976744185,100.0,100.0,100.0,86.0,1,LPM-1
3066494500035100042,,1485.44634475075,6007.826875269321,5513.967760731122,6026.326625198549,5526.904559430541,1.6217386889253709,365,0.3434906982997167,0.9305735071554678,49,3.912023005428146,175.0,5.170484,62.857142857142854,100.0,100.0,100.0,175.0,1,LPM-1
3066494500035100050,,869.6849443781493,5985.233497494876,5526.494301872285,5997.380207408287,5538.186589374415,1.038060681096478,250,0.4483994516884805,0.8941279139833194,40,3.7135720667043075,159.0,5.075174,69.18238993710692,100.0,100.0,100.0,159.0,1,LPM-1
3066494500035100052,,1576.3303881557874,5953.551927753874,5527.243785259383,5973.987405972583,5538.037001790854,2.5079328933182667,476,0.346379606881347,0.9800671696378552,49,3.912023005428146,215.0,5.3752785,55.348837209302324,100.0,100.0,100.0,215.0,1,LPM-1
3066494500035100058,,776.7668556503291,6020.425263533663,5535.343570053233,6031.668000565784,5544.70202510052,1.40565813945437,366,0.4399875113993015,0.9942075514621136,49,3.912023005428146,271.0,5.605802,71.95571955719558,100.0,100.0,100.0,271.0,2,CM
3066494500035100060,,817.7885820442891,6031.343505923642,5536.424542858151,6042.1369002949305,5546.715485229589,1.0259520128983963,267,0.4482392088128571,0.945664274563642,43,3.784189633918261,180.0,5.198497,74.44444444444444,100.0,100.0,100.0,180.0,3,CM
3066494500035100069,,406.6070093838857,6057.599955235609,5552.738730611016,6065.205363874613,5561.826798902858,1.178216342910447,144,0.6740629491685415,0.8899689988216747,29,3.4011973816621555,101.0,4.624973,74.25742574257426,100.0,100.0,100.0,101.0,3,CM
3066494500035100071,,1344.1624477164028,6073.944963347196,5557.527744716706,6086.083180254886,5574.76122124465,1.3273928628227625,383,0.3654736869575207,0.9148124853866868,53,3.988984046564274,223.0,5.411646,58.29596412556054,98.65470852017937,100.0,100.0,223.0,0,LPM-2
3066494500035100072,,1198.211320049145,6084.8272935679,5564.928712351873,6103.46501137505,5584.318307558363,4.043095691239876,273,0.4932746718768074,0.8850993422277476,36,3.6109179126442243,119.0,4.787492,61.34453781512605,100.0,100.0,100.0,119.0,0,LPM-2
3066494500035100073,,477.7287997101826,6082.850351422116,5568.928408222599,6091.377501521025,5577.778819839352,1.03431106834079,170,0.6048900859953337,0.919525299081221,39,3.6888794541139363,111.0,4.7184987,66.66666666666666,100.0,100.0,100.0,111.0,0,LPM-2
3066494500035100080,,284.36838544748633,6096.159901601863,5590.672635232307,6102.377014467464,5597.765911531167,1.789831087489377,82,0.7511272042011593,1.0000000000000002,24,3.2188758248682006,47.0,3.871201,70.2127659574468,100.0,100.0,100.0,47.0,0,LPM-2
3066494500035200058,,1158.014007257087,5973.700812310224,5531.045713591194,5990.735040983418,5540.660491739751,1.8950852544535133,266,0.3859588006572104,0.9638209620493946,34,3.5553480614894135,124.0,4.828314,68.54838709677419,100.0,100.0,100.0,124.0,1,LPM-1
3066494500035200060,,701.6145117688153,5991.157603464459,5532.942570892501,6003.586457300546,5540.305656401663,1.5524817529211756,237,0.472039612341855,0.9968508533711808,50,3.9318256327243257,153.0,5.0369525,47.05882352941176,100.0,100.0,100.0,153.0,2,CM
3066494500035200063,,1020.1738323460291,6039.00946585328,5542.829969631962,6052.266134332044,5554.526865607124,1.1245873531261927,379,0.4238779571821393,0.8970430500325346,49,3.912023005428146,275.0,5.620401,70.9090909090909,100.0,100.0,100.0,275.0,3,CM
3066494500035200066,,1177.5985020684436,6049.17623154628,5544.415329022344,6064.3833527261495,5558.124468079602,1.0341693237021907,376,0.4637135283914127,0.8900227803928393,52,3.9702919135521215,226.0,5.42495,64.60176991150442,99.11504424778761,100.0,100.0,226.0,0,LPM-2
3066494500035200068,,1573.5298982470829,6062.068186292349,5550.568596696387,6076.832396240417,5567.195101042055,1.4520221224749843,635,0.3501991359399733,0.9026545725816932,59,4.0943445622221,384.0,5.9532433,65.36458333333334,97.65625,100.0,100.0,384.0,0,LPM-2
3066494500035200078,,1100.3352720335793,6083.092875641718,5577.138459589497,6097.548194157993,5587.775204889016,1.507379916522473,366,0.3781249039469818,0.9596521278163233,40,3.7135720667043075,250.0,5.525453,75.6,100.0,100.0,100.0,250.0,0,LPM-2
3066494500035200080,,508.37131445870136,6091.912969968836,5584.06165310382,6100.515523230825,5592.328759689171,1.157770533349683,101,0.5435949255309019,0.9606810155201888,28,3.3672958299864737,66.0,4.204693,65.15151515151516,100.0,100.0,100.0,66.0,0,LPM-2
3066494500035200088,,571.6907803648332,6101.776027094351,5597.341545542481,6109.964044121189,5605.751561273935,1.025006464447427,123,0.5127983415297549,0.9730771137415616,25,3.2580965380214817,54.0,4.0073333,70.37037037037037,100.0,100.0,100.0,54.0,0,LPM-2
3066494500035300039,,629.4018876404687,6004.392059637865,5523.686376477084,6014.897402237433,5530.801194041683,1.4930746772921926,139,0.4784335554113736,0.9989736572644582,26,3.295836866004329,77.0,4.356709,72.72727272727273,100.0,100.0,100.0,77.0,1,LPM-1
3066494500035300040,,465.3029148897184,6026.939020456947,5524.184427657601,6035.534840863742,5531.75447173684,1.17080726922197,140,0.5858431499483919,0.941024182812552,30,3.4339872044851463,80.0,4.394449,70.0,100.0,100.0,100.0,80.0,2,CM
3066494500035300044,,648.2920552059851,6005.018203432524,5530.274673053818,6016.453405559283,5537.173024746177,1.7170872059422757,211,0.4853650994527729,0.9925551110433376,41,3.737669618283368,154.0,5.043425,66.88311688311688,100.0,100.0,100.0,154.0,2,CM
3066494500035300045,,374.2664921953912,6025.963470332803,5530.425389649983,6033.364563499443,5537.011082181838,1.495834572744296,194,0.6226229893639191,1.0,40,3.7135720667043075,110.0,4.7095304,59.09090909090909,100.0,100.0,100.0,110.0,2,CM
3066494500060100061,,1127.9706714095548,6281.704956597168,6607.005683586432,6294.197452262812,6621.24709554835,1.7402503339758677,265,0.3975264983758983,0.9364198791981652,45,3.828641396489095,139.0,4.9416423,52.51798561151079,100.0,100.0,100.0,139.0,4,LPM-3
3066494500060200092,,2103.583420477772,6289.748387043948,6567.96428346595,6306.527105017604,6589.060496184428,1.7698535913456026,334,0.308147681257795,0.8996783685448629,47,3.8712010109078907,165.0,5.1119876,61.81818181818181,100.0,100.0,100.0,165.0,0,LPM-2
3066494500060200097,,1158.5950131677364,6288.068572517881,6593.199997024384,6300.012495469164,6607.19306234465,1.6029168163598524,176,0.3750032017857289,0.9478521642622382,38,3.6635616461296463,104.0,4.65396,57.692307692307686,100.0,100.0,100.0,104.0,0,LPM-2
3066494500060200115,,987.8044459398756,6275.13447158382,6606.999096844827,6287.575423324388,6618.22317589198,1.0846452171260197,198,0.4191872101282397,0.9381575019342938,34,3.5553480614894135,152.0,5.030438,73.02631578947368,100.0,100.0,100.0,152.0,3,CM
3066494500060200133,,504.7729967933735,6275.971417168984,6625.405632388932,6283.3869768885015,6634.6709481852895,1.255122393641012,38,0.5673678416506802,0.934059143157874,12,2.5649493574615367,16.0,2.8332133,87.5,100.0,100.0,100.0,16.0,2,CM
3066494500060200141,,678.5259843944156,6244.999551545656,6631.203965185602,6255.860960550973,6639.927567645075,1.3194822525585208,123,0.4989948984975658,0.9183106883334248,38,3.6635616461296463,85.0,4.454347,64.70588235294117,100.0,100.0,100.0,85.0,3,CM
3066494500060300027,,128.2773597218628,6272.502289607518,6629.396783092896,6276.895812021217,6633.3135958466,1.3372667567667171,34,1.0681946565480287,0.9999999999999996,14,2.70805020110221,15.0,2.7725887,73.33333333333333,100.0,100.0,100.0,15.0,4,LPM-3
3066494500067100003,,570.0152191234852,6114.139616310976,6752.596469703791,6121.959732935937,6762.729493569606,1.371985830233048,244,0.5143025030524179,0.986696937756,40,3.7135720667043075,174.0,5.164786,65.51724137931035,100.0,100.0,100.0,174.0,2,CM
3066494500067100012,,172.165095429727,6095.677403302212,6782.738447263815,6099.565556797338,6789.874381980944,2.627162568933544,37,1.0704240952546658,0.9635424794566844,13,2.6390573296152584,33.0,3.5263605,90.9090909090909,100.0,100.0,100.0,33.0,3,CM
3066494500067100014,,598.586399015751,6103.179204992095,6785.965358297764,6112.528514146106,6798.452174581349,1.1397958218194908,35,0.6540690431276343,0.7571645891891139,11,2.4849066497880004,21.0,3.0910425,95.23809523809523,100.0,100.0,100.0,21.0,2,CM
3066494500067100018,,713.3391952115784,6085.789516904495,6789.703814562219,6095.615957649833,6801.361978817944,1.0059777347214147,151,0.5388286087970325,0.8452481573305651,34,3.5553480614894135,113.0,4.7361984,72.56637168141593,100.0,100.0,100.0,113.0,3,CM
3066494500067100026,,441.9899127011317,6091.189932410808,6794.582808805243,6101.29921313076,6801.279072853096,1.8108011723582105,74,0.6234995062565757,0.9754318063243272,25,3.2580965380214817,52.0,3.9702919,71.15384615384616,100.0,100.0,100.0,52.0,0,LPM-2
3066494500067100029,,532.5517973026408,6106.76739339742,6796.769389374325,6118.171933918033,6802.941329671021,1.876642569338205,36,0.5598664861122775,0.9771640262128104,18,2.9444389791664403,24.0,3.218876,66.66666666666666,100.0,100.0,100.0,24.0,2,CM
3066494500067100050,,413.3091895443829,6087.653202068007,6808.198554811999,6096.2722444434,6815.147665624096,1.3956616850658212,114,0.6034451136476501,0.985089396422497,31,3.4657359027997265,62.0,4.1431346,62.903225806451616,100.0,100.0,100.0,62.0,0,LPM-2
3066494500067100054,,1221.4257699894265,6053.4501832142905,6816.513530179071,6069.1615083735705,6828.653039622436,1.264193114512509,456,0.3798495438575688,0.9132675377186744,48,3.8918202981106265,261.0,5.5683446,65.13409961685824,100.0,100.0,100.0,261.0,0,LPM-2
3066494500067100057,,570.4125072577837,6084.510857014393,6834.136673034889,6093.345573220425,6843.073201769244,1.3327942598505316,25,0.524477693726772,0.9760341650013756,13,2.6390573296152584,19.0,2.9957323,84.21052631578947,100.0,100.0,100.0,19.0,0,LPM-2
3066494500067200005,,698.8160169887753,6106.750900949175,6764.211259444479,6115.72847330209,6777.035350547571,1.7956776861561234,295,0.5468148701277334,0.9332995111500156,39,3.6888794541139363,236.0,5.46806,77.96610169491525,100.0,100.0,100.0,236.0,3,CM
3066494500067200010,,587.2310237241998,6101.992017284554,6779.654356850518,6109.980638332024,6791.261994226288,1.9319188167160648,118,0.5499491571250749,0.9479008313055302,30,3.4339872044851463,74.0,4.317488,67.56756756756756,100.0,100.0,100.0,74.0,2,CM
3066494500067200026,,887.3396900664931,6073.675255977724,6793.085775375852,6087.321063490499,6802.185349756928,1.5514727865374918,108,0.4408804389953217,0.9634458679575824,27,3.332204510175204,74.0,4.317488,77.02702702702703,100.0,100.0,100.0,74.0,3,CM
3066494500067200035,,1811.277874271299,6091.263686602261,6799.220061830676,6112.30935940648,6816.94551870141,1.8712606853910043,567,0.3593645384317084,0.8722990664297076,56,4.04305126783455,286.0,5.659482,52.44755244755245,97.9020979020979,100.0,100.0,286.0,0,LPM-2
3066494500067200054,,1447.2563200468994,6068.513537802959,6811.582957484939,6084.485632741541,6825.404732832631,1.168916127696177,355,0.3524875991263684,0.9010927618838024,50,3.9318256327243257,167.0,5.123964,53.89221556886228,100.0,100.0,100.0,167.0,0,LPM-2
3066494500067200065,,1231.0522252321398,6045.527547450407,6823.50119186789,6064.303222157603,6834.14212475224,1.8719231110546424,307,0.4001518216075354,0.9291498752242,45,3.828641396489095,115.0,4.75359,53.04347826086957,100.0,100.0,100.0,115.0,0,LPM-2
3066494500067300004,,617.1657422847102,6094.385764846266,6785.632847358853,6103.415993342656,6795.880041941262,1.0471656937183005,199,0.5812818775377817,0.8449875271166122,39,3.6888794541139363,140.0,4.94876,67.85714285714286,100.0,100.0,100.0,140.0,0,LPM-2
3066494500067300010,,412.804183855226,6098.55728506356,6794.717720371488,6107.436225438807,6801.644378487246,1.0734384654255824,176,0.6778486751832976,0.8771430586531164,34,3.5553480614894135,117.0,4.7706847,68.37606837606837,100.0,100.0,100.0,117.0,0,LPM-2
3066494500067300012,,716.4150358273881,6090.752131996969,6800.998895623201,6101.42429639921,6811.51352192522,1.0192876087566516,263,0.5273393405631869,0.8732419390393212,32,3.4965075614664802,201.0,5.3082676,79.60199004975125,100.0,100.0,100.0,201.0,3,CM
3066494500067300014,,1504.6059476549458,6078.144343562213,6801.218131326227,6091.702292673486,6820.272579934483,1.1867989578661535,484,0.4268185416642102,0.7853125043594119,58,4.07753744390572,324.0,5.7838254,67.90123456790124,97.53086419753086,100.0,100.0,324.0,0,LPM-2
3066494500068100016,,638.393244924345,6253.794578696307,6639.403838703323,6263.960127505296,6648.534863718319,1.3810547557325237,233,0.5028656138278632,0.9744393780524738,37,3.6375861597263857,129.0,4.8675346,62.01550387596899,100.0,100.0,100.0,129.0,1,LPM-1
3066494500068100018,,1034.5030331775476,6265.819008817527,6642.598979619061,6279.102472675951,6654.409837171494,1.165973247600213,213,0.3925711188253641,0.9289855636105576,39,3.6888794541139363,134.0,4.905275,65.67164179104478,100.0,100.0,100.0,134.0,1,LPM-1
3066494500068100019,,821.5618327293862,6218.7355373673445,6642.643752620863,6232.399141894595,6651.621588815809,1.8913848900422223,298,0.4683253629717656,0.9723147970836964,44,3.8066624897703196,137.0,4.9272537,63.503649635036496,100.0,100.0,100.0,137.0,1,LPM-1
3066494500068100021,,824.1628803217548,6240.605098566435,6643.625975670006,6252.420253682265,6654.038560979873,1.5772104398763795,338,0.4814604226556785,0.9059403748444472,49,3.912023005428146,174.0,5.164786,59.195402298850574,100.0,100.0,100.0,174.0,1,LPM-1
3066494500068100023,,873.847331360501,6256.540620765389,6645.219731799174,6267.046553987783,6656.63524987993,1.032307100827396,173,0.4025388920109818,0.9928786187030416,35,3.58351893845611,104.0,4.65396,67.3076923076923,100.0,100.0,100.0,104.0,1,LPM-1
3066494500068100026,,186.6164619457256,6243.675723022897,6651.033266933116,6249.83329290525,6655.362806422862,1.968632561126548,41,0.9300386537673908,1.0,15,2.772588722239781,21.0,3.0910425,76.19047619047619,100.0,100.0,100.0,21.0,1,LPM-1
3066494500068100027,,573.2091642379203,6191.4416522577385,6651.246919719299,6201.161971537059,6660.114680168588,1.1131375208212566,123,0.5134980113453648,0.975002103671602,22,3.1354942159291497,43.0,3.7841897,69.76744186046511,100.0,100.0,100.0,43.0,1,LPM-1
3066494500068100030,,1084.007894181639,6182.330028168968,6656.141062959871,6194.091454820711,6673.735720863051,2.073236062350346,161,0.4449195011084095,0.8805831133014882,25,3.2580965380214817,52.0,3.9702919,65.38461538461539,100.0,100.0,100.0,52.0,1,LPM-1
3066494500068100071,,1630.4075376034923,6139.651305394171,6707.3383002160535,6153.001890607518,6726.924528712285,1.8289117388009188,285,0.3478531429577978,0.9000637080921305,39,3.6888794541139363,121.0,4.804021,58.67768595041323,100.0,100.0,100.0,121.0,1,LPM-1
3066494500068100081,,914.3856314291507,6131.306436717946,6734.364514664846,6141.379230563773,6746.104638457849,1.291320502442857,178,0.4242043665020683,0.9336500163217046,33,3.526360524616161,82.0,4.4188404,60.97560975609756,100.0,100.0,100.0,82.0,1,LPM-1
3066494500068100092,,445.9429585600516,6131.042697866971,6745.50737803467,6137.736682180856,6755.722071853083,2.225468393334248,134,0.6326631146000944,0.9725150514541492,29,3.4011973816621555,62.0,4.1431346,62.903225806451616,100.0,100.0,100.0,62.0,1,LPM-1
3066494500068100100,,179.42282509999274,6119.050511147173,6749.794960628837,6124.073153327989,6755.194218819932,1.4890076825912035,46,0.9351367201630092,1.0,20,3.044522437723423,31.0,3.465736,67.74193548387096,100.0,100.0,100.0,31.0,2,CM
3066494500068100122,,719.2916190987311,6107.5069064817535,6765.744538737302,6118.957596294507,6780.842448521262,2.524410316137649,216,0.5987733755173129,0.823622421020028,45,3.828641396489095,126.0,4.8441873,54.761904761904766,100.0,100.0,100.0,126.0,4,LPM-3
3066494500068100123,,1046.682547194881,6111.623272357503,6770.7291193365045,6124.293155094381,6783.88312380878,1.895422882555531,296,0.3946617522949904,0.994917325827357,37,3.6375861597263857,155.0,5.049856,62.58064516129033,100.0,100.0,100.0,155.0,1,LPM-1
3066494500068200010,,808.5172397280097,6238.316152294652,6631.32428601646,6248.162576081834,6642.390202596953,1.1262099402637815,300,0.5065550051270717,0.8376418080553729,47,3.8712010109078907,162.0,5.09375,63.580246913580254,100.0,100.0,100.0,162.0,4,LPM-3
3066494500068200016,,990.345767723538,6271.1463036040695,6634.569711631064,6283.048402978326,6646.217262774049,1.199726607666446,285,0.4013052761574603,0.9570852198041494,48,3.8918202981106265,150.0,5.0172796,56.666666666666664,100.0,100.0,100.0,150.0,1,LPM-1
