,fov,volume,min_x,min_y,max_x,max_y,anisotropy,transcript_count,perimeter_area_ratio,solidity,n_genes_by_counts,log1p_n_genes_by_counts,total_counts,log1p_total_counts,pct_counts_in_top_10_genes,pct_counts_in_top_50_genes,pct_counts_in_top_70_genes,pct_counts_in_top_90_genes,n_counts,clusters,cell type
3067542400110200012,,188.0450502802927,10432.36373363232,9741.114042036068,10438.969825856471,9746.288569267075,1.186480462571901,72,1.058885991013178,0.8224887510167975,22,3.1354942159291497,37.0,3.637586,67.56756756756756,100.0,100.0,100.0,37.0,0,LPM-2
3067542400110200014,,757.3876848722673,10437.259296032613,9745.44145700223,10448.56991747543,9754.928008425652,1.371115476144927,347,0.4646827024323347,0.944209102429264,44,3.8066624897703196,241.0,5.488938,73.44398340248964,100.0,100.0,100.0,241.0,3,CM
3067542400110200016,,768.006816458163,10382.339995799888,9751.08871585263,10393.317307723872,9762.030213803766,1.518536467069486,246,0.4774206839536012,0.9232757522288496,35,3.58351893845611,107.0,4.6821313,60.747663551401864,100.0,100.0,100.0,107.0,0,LPM-2
3067542400111100111,,651.0554345437727,10447.561125717097,9752.8648487625,10459.130144369245,9761.538762903743,1.439263993804884,377,0.5140337187298929,0.961198367148449,37,3.6375861597263857,290.0,5.673323,78.27586206896552,100.0,100.0,100.0,290.0,3,CM
3067542400111100130,,1302.531843469602,10467.071923656078,9760.490157823486,10478.78171153394,9777.735020347389,1.591120763838729,569,0.3813389117019339,0.8978870764031733,58,4.07753744390572,415.0,6.0306854,67.2289156626506,98.0722891566265,100.0,100.0,415.0,3,CM
3067542400111100141,,1646.74159282529,10477.2885259557,9766.147455902665,10491.279633507258,9781.85575922648,1.2199851299896072,910,0.3178131453967777,0.9418033977951116,66,4.204692619390966,632.0,6.4504704,62.0253164556962,97.31012658227847,100.0,100.0,632.0,2,CM
3067542400111100146,,457.1871645638458,10489.797450621145,9770.469503426955,10496.690281932451,9779.959141730971,1.593185834325112,241,0.5833224908970526,1.0,41,3.737669618283368,141.0,4.955827,63.829787234042556,100.0,100.0,100.0,141.0,2,CM
3067542400111100149,,1904.823660668568,10606.094091587698,9770.631028068949,10624.686255718376,9788.76076507556,1.3960778920186787,451,0.3575683815018076,0.8234942330707186,53,3.988984046564274,268.0,5.5947113,57.83582089552238,98.88059701492537,100.0,100.0,268.0,0,LPM-2
3067542400111100180,,1075.6465872527835,10581.777608652956,9789.566560585095,10593.274893927444,9807.599836249545,1.4112929227416542,426,0.4873268483164423,0.7817232378809328,58,4.07753744390572,220.0,5.398163,43.63636363636363,96.36363636363636,100.0,100.0,220.0,2,CM
3067542400111100182,,1243.485465418103,10601.110474291494,9791.010220124745,10613.406381496015,9808.34335576931,1.2737167008666308,223,0.4148075173361317,0.8463577012441829,32,3.4965075614664802,144.0,4.9767337,74.30555555555556,100.0,100.0,100.0,144.0,3,CM
3067542400111100199,,1194.398096597659,10587.390361721533,9804.285347313602,10603.06473848722,9814.193476342734,1.6350448171152152,223,0.3807132155285276,0.9278408872085304,34,3.5553480614894135,165.0,5.1119876,70.9090909090909,100.0,100.0,100.0,165.0,3,CM
3067542400111100201,,1021.7142628577592,10576.006542328563,9805.802087199938,10588.5080656124,9817.639703518102,1.0825942742525072,201,0.407985504550715,0.9053341325064452,33,3.526360524616161,120.0,4.7957907,74.16666666666667,100.0,100.0,100.0,120.0,3,CM
3067542400111200083,,1455.6507654579266,10447.100270188968,9742.289646284824,10463.3234973689,9755.949981328364,1.0967837071101123,545,0.3549317529761215,0.8766831293585458,56,4.04305126783455,307.0,5.7300997,47.55700325732899,98.0456026058632,100.0,100.0,307.0,2,CM
3067542400111200098,,1120.652780431635,10463.915443642263,9751.027876046055,10476.52937837327,9763.76439293006,1.5047715540943074,528,0.3673028267964466,0.989543344233774,61,4.127134385045092,302.0,5.7137327,52.980132450331126,96.35761589403974,100.0,100.0,302.0,2,CM
3067542400111200099,,754.114126341431,10455.443984146195,9752.858514799853,10465.772704714893,9765.390278971096,1.5779685525126108,477,0.4756451573250874,0.9611078466498704,60,4.110873864173311,385.0,5.9558372,74.54545454545455,97.40259740259741,100.0,100.0,385.0,3,CM
3067542400111200113,,713.0529502262982,10460.823678545972,9760.57525876096,10471.214268036078,9770.558409076732,1.0058851204905552,351,0.44596266686281,0.9958775297689916,38,3.6635616461296463,265.0,5.583496,80.37735849056604,100.0,100.0,100.0,265.0,3,CM
3067542400111200148,,940.6554793841798,10601.168648220117,9783.57210967311,10612.173283837488,9796.613996044747,1.300732679300286,255,0.410968926047361,0.9737295575656488,49,3.912023005428146,120.0,4.7957907,48.333333333333336,100.0,100.0,100.0,120.0,2,CM
3067542400111200163,,1565.6465557422653,10569.92865971516,9793.570187730857,10583.850705392184,9809.78739392555,1.1381897595963488,463,0.3191120711824978,0.9461086411481928,60,4.110873864173311,244.0,5.5012584,46.31147540983606,95.90163934426229,100.0,100.0,244.0,2,CM
3067542400113100021,,465.3109073978361,11202.157800368705,9727.910458441953,11209.579728534209,9735.559332507391,1.0911428375362355,176,0.5755414990852202,0.976474126517873,28,3.3672958299864737,64.0,4.1743875,60.9375,100.0,100.0,100.0,64.0,0,LPM-2
3067542400113100022,,4519.514128897201,11169.013359958024,9727.65263889645,11203.038374114867,9747.1070239868,2.1513412466753628,1566,0.2166676705463038,0.9134842039023896,77,4.356708826689592,738.0,6.605298,49.1869918699187,94.98644986449864,99.05149051490515,100.0,738.0,0,LPM-2
3067542400113100023,,534.8843174905849,11223.205114612978,9729.377521881534,11232.960853031467,9737.71745356667,1.0998548533693342,192,0.5690622839459185,0.9009697457067388,36,3.6109179126442243,97.0,4.5849676,65.97938144329896,100.0,100.0,100.0,97.0,0,LPM-2
3067542400113100030,,285.0668671882347,11210.305056017787,9736.23193017162,11218.281413527544,9740.864651520573,1.9387360245643803,60,0.7616164044032213,0.9747933993851357,17,2.8903717578961645,29.0,3.4011974,75.86206896551724,100.0,100.0,100.0,29.0,0,LPM-2
3067542400113100040,,78.72334361578464,11259.845964591144,9748.71571488346,11263.937886417689,9751.20128966324,1.859523598676396,65,1.4276240669854567,0.9999999999999996,21,3.0910424533583156,32.0,3.4965076,65.625,100.0,100.0,100.0,32.0,2,CM
3067542400113100046,,969.3070174024411,11274.804477141082,9755.18199005428,11285.838888925537,9767.538211382423,1.6106879682623965,420,0.4073642664783045,0.9824505858141463,65,4.189654742026425,267.0,5.590987,47.19101123595505,94.3820224719101,100.0,100.0,267.0,2,CM
3067542400113100055,,525.689455045039,11274.609661490542,9772.75195578586,11283.163279396653,9781.514960795965,1.0657514223864948,154,0.5240211157081444,0.9864958826484554,35,3.58351893845611,102.0,4.634729,63.725490196078425,100.0,100.0,100.0,102.0,6,EC
3067542400113200016,,937.3332199684484,11217.10527725082,9724.399667868123,11227.576957990854,9739.014350176318,1.634506895681591,235,0.5260062064360626,0.7817939468170181,35,3.58351893845611,90.0,4.5108595,60.0,100.0,100.0,100.0,90.0,0,LPM-2
3067542400113200019,,736.320643547776,11208.763394838816,9727.37182511272,11219.527391529267,9737.055477693208,1.2238758696117855,231,0.497461489691069,0.8875866695059134,39,3.6888794541139363,86.0,4.465908,53.48837209302325,100.0,100.0,100.0,86.0,0,LPM-2
3067542400113200021,,1597.6354243981327,11231.192731844872,9728.631160581615,11247.764332096296,9742.731287897992,1.294802488942006,520,0.3340034554658784,0.897518273807169,57,4.060443010546419,258.0,5.556828,57.751937984496124,97.28682170542635,100.0,100.0,258.0,0,LPM-2
3067542400113200024,,1044.2273722789912,11197.69993173308,9734.17151784806,11211.959788884096,9744.412169115816,1.3802982301565632,352,0.4168214270707935,0.9008654977342682,48,3.8918202981106265,231.0,5.4467373,68.3982683982684,100.0,100.0,100.0,231.0,0,LPM-2
3067542400113200026,,1728.291079263168,11242.15615691682,9735.152126163712,11259.094677139798,9750.238359995144,1.2025437095133926,660,0.3219210731584395,0.8983482744560104,66,4.204692619390966,352.0,5.866468,49.14772727272727,95.45454545454545,100.0,100.0,352.0,2,CM
3067542400113200032,,1219.2702905316105,11261.882388433529,9748.610693428784,11275.046155924898,9763.566912490349,1.6862834833243894,536,0.4112476920883683,0.8908359504816423,67,4.219507705176107,328.0,5.7960577,44.81707317073171,94.8170731707317,100.0,100.0,328.0,2,CM
3067542400113200037,,979.3484738124556,11258.739237884794,9757.037415059827,11270.942948834345,9768.312748399696,1.2937312383212716,433,0.3851824942570677,0.9808455645605836,50,3.9318256327243257,355.0,5.874931,73.52112676056338,100.0,100.0,100.0,355.0,3,CM
3067542400113200040,,1312.451623896446,11271.590121072912,9764.265014241024,11288.4649617515,9776.864688672433,1.501358599078755,651,0.4394586911839341,0.7860232909027917,67,4.219507705176107,486.0,6.1882644,66.0493827160494,96.50205761316872,100.0,100.0,486.0,2,CM
3067542400114100147,,1374.9676840135794,11494.05726849181,9782.36743596512,11508.585970241613,9794.76140522536,1.1856842332463555,383,0.3702079204070468,0.9134567660904932,54,4.007333185232471,234.0,5.4595857,62.82051282051282,98.29059829059828,100.0,100.0,234.0,6,EC
3067542400114100154,,1350.1754749259576,11479.61984170362,9783.543093415285,11495.35080570981,9793.997794519635,1.46463737708825,530,0.3462090282481859,0.9561730972474656,47,3.8712010109078907,327.0,5.7930136,67.88990825688074,100.0,100.0,100.0,327.0,6,EC
3067542400114100189,,1221.5607195154544,11392.419926192855,9808.482970858273,11410.18210922366,9819.655914683764,1.6186791938693357,498,0.4130695382678225,0.8784432712844656,56,4.04305126783455,332.0,5.8081427,67.7710843373494,98.19277108433735,100.0,100.0,332.0,3,CM
3067542400114100196,,1254.3172335969666,11412.473999280835,9813.926688429572,11427.079459057222,9826.739697149114,1.0545890471676704,463,0.3718023477712613,0.9176150635467324,59,4.0943445622221,366.0,5.9053617,67.75956284153006,97.54098360655738,100.0,100.0,366.0,3,CM
3067542400114200178,,1183.095205588116,11458.504854661704,9791.523786983253,11472.243041278283,9805.104708723502,1.1645719703247757,505,0.3804825185341358,0.9088589557063126,51,3.951243718581427,337.0,5.8230457,72.10682492581603,99.70326409495549,100.0,100.0,337.0,0,LPM-2
3067542400114200184,,2870.071307181511,11428.106356064442,9796.450857674949,11453.990990521952,9816.677437208677,2.1567331223198,1014,0.2600567308992735,0.9411268924559142,71,4.276666119016055,665.0,6.50129,67.5187969924812,96.84210526315789,99.84962406015038,100.0,665.0,3,CM
3067542400114200203,,1202.1079686104256,11403.560693984937,9807.72769764492,11415.235817582736,9825.468360333478,1.5603561118448996,491,0.503896672698184,0.7266593454613928,64,4.174387269895637,314.0,5.7525725,50.63694267515923,95.54140127388536,100.0,100.0,314.0,2,CM
3068576400045100183,,1153.366488545395,1719.3018278933323,7844.450528991476,1736.2834017313614,7855.600948925754,1.3647701101082017,402,0.4158856608223797,0.8922885144105716,46,3.8501476017100584,198.0,5.293305,58.58585858585859,100.0,100.0,100.0,198.0,0,LPM-2
3068576400045100185,,865.6350558518608,1730.650591181925,7845.208333934323,1741.1578689877977,7856.898915919442,1.301998087889744,455,0.4158522736567463,0.9823665373513648,53,3.988984046564274,278.0,5.6312118,59.352517985611506,98.92086330935251,100.0,100.0,278.0,0,LPM-2
3068576400045100219,,850.7302697356293,1757.310749281914,7861.312638038144,1770.7922167303504,7871.051550941812,1.2354420594550095,369,0.4534844650394123,0.9148846678285985,46,3.8501476017100584,287.0,5.6629605,74.21602787456446,100.0,100.0,100.0,287.0,0,LPM-2
3068576400045100250,,598.2806473769923,1774.193924318266,7875.165154276334,1782.71609900414,7884.701346676258,1.0008715132218,249,0.4964859497366402,0.9825837191677436,31,3.4657359027997265,176.0,5.17615,79.54545454545455,100.0,100.0,100.0,176.0,3,CM
3068576400045200160,,1120.7857197188637,1709.1040936321283,7842.200349390786,1725.6928696037417,7852.807464463757,1.6143049389092845,418,0.3962032662151126,0.9457900872984778,51,3.951243718581427,206.0,5.332719,57.28155339805825,99.51456310679612,100.0,100.0,206.0,0,LPM-2
3068576400045200163,,1486.856581303081,1738.4952929996498,7844.878245584365,1753.7909707209426,7862.024907050619,1.6011549928720583,670,0.3892870194556805,0.8137349974603392,61,4.127134385045092,372.0,5.9215784,68.81720430107528,97.04301075268818,100.0,100.0,372.0,0,LPM-2
3068576400045200177,,564.2641870019379,1749.6429319998294,7859.033474729749,1765.8245091829922,7865.839102295273,2.463104498026996,250,0.7491808873389658,0.7042477538659887,34,3.5553480614894135,153.0,5.0369525,71.89542483660131,100.0,100.0,100.0,153.0,0,LPM-2
3068576400045200198,,1340.9197553003153,1767.617828242651,7862.858899741093,1785.8486535717864,7878.1411511102015,1.1145471934081437,570,0.4479092821568802,0.7358545395011414,60,4.110873864173311,388.0,5.963579,65.20618556701031,97.42268041237114,100.0,100.0,388.0,2,CM
3068576400045200206,,963.2576646798664,1781.567028212454,7869.619821526516,1791.292456689144,7883.11581528089,1.671941609578992,389,0.4062116203139263,0.9825608608333004,53,3.988984046564274,207.0,5.3375382,55.072463768115945,98.55072463768117,100.0,100.0,207.0,2,CM
3068576400045200230,,2145.377571878365,1779.64541423918,7881.920503858115,1798.5573118435211,7900.0442295824305,1.4285423266697663,1119,0.2982994705882276,0.8888494442985162,69,4.2484952420493585,702.0,6.555357,60.541310541310544,95.72649572649573,100.0,100.0,702.0,2,CM
3068576400045200248,,1065.2367552045466,1790.3925072256682,7897.233372669921,1806.2428724055703,7908.712796691162,1.3702292912149383,366,0.4796268834388928,0.7736544995803172,54,4.007333185232471,212.0,5.3612924,50.943396226415096,98.11320754716981,100.0,100.0,212.0,2,CM
3068576400055100064,,490.0233770603449,938.16174795326,8001.53664806608,947.7510641493666,8009.71938896921,1.612096481211089,129,0.5851324738224885,0.9471907183011172,28,3.3672958299864737,71.0,4.276666,69.01408450704226,100.0,100.0,100.0,71.0,0,LPM-2
3068576400055100075,,1005.2235425303954,959.4360620941036,8013.797438465223,974.9832131917638,8024.853364078076,1.02589202505439,186,0.4716269576871467,0.8557648464791896,29,3.4011973816621555,113.0,4.7361984,78.76106194690266,100.0,100.0,100.0,113.0,3,CM
3068576400055100215,,324.2950577154149,1064.054359611339,8159.283338924182,1069.1612852724952,8168.254208530028,1.7761913314582118,40,0.7380043610849113,0.9775186863814592,15,2.772588722239781,21.0,3.0910425,76.19047619047619,100.0,100.0,100.0,21.0,3,CM
3068576400055100216,,1332.0799606078783,1054.9131383540594,8162.415734396975,1066.2886251785428,8178.264975656862,1.2531264851633812,9,0.3309910933187752,0.9925742007014138,5,1.791759469228055,5.0,1.7917595,100.0,100.0,100.0,100.0,5.0,3,CM
3068576400055200059,,1316.8776369111515,920.5374439632454,7987.062441596967,938.680057796186,7997.364223849607,1.80441396079754,247,0.3759901822716533,0.9281024958533484,36,3.6109179126442243,103.0,4.644391,53.398058252427184,100.0,100.0,100.0,103.0,0,LPM-2
3068576400055200061,,1429.0660569986285,926.1938003913126,7994.980200907008,947.260051440748,8006.077568626156,1.8731870182622312,328,0.3972566867965612,0.8574383935013106,44,3.8066624897703196,155.0,5.049856,54.83870967741935,100.0,100.0,100.0,155.0,0,LPM-2
3068576400055200062,,1788.1541684688311,945.29167964417,7999.892590282576,966.960402278406,8016.605420656186,2.168064304811846,524,0.3721234292418782,0.8285681183385242,53,3.988984046564274,319.0,5.768321,66.14420062695925,99.05956112852664,100.0,100.0,319.0,0,LPM-2
3068576400055200098,,3138.6596089415893,967.9669212501058,8036.254943787439,987.2242732985538,8060.548248809106,1.716907235795919,1025,0.2508103112831445,0.8794371977117993,71,4.276666119016055,643.0,6.4676986,50.38880248833593,94.09020217729393,99.84447900466563,100.0,643.0,2,CM
3068576400055200201,,2156.3804449267427,1040.7439469360452,8144.015251603041,1067.0981834465165,8161.397833561665,2.739617159545193,467,0.3450624402104315,0.876820656868866,58,4.07753744390572,282.0,5.645447,54.25531914893617,97.16312056737588,100.0,100.0,282.0,2,CM
3068576400058100146,,947.794621102076,1928.0713995415067,7997.485102103187,1940.1381605055287,8006.873741246414,1.2898316263767005,492,0.401619102504097,0.9762372500953064,60,4.110873864173311,341.0,5.8348107,66.86217008797654,97.0674486803519,100.0,100.0,341.0,2,CM
3068576400058200130,,770.0560167596007,1929.6060735803687,7988.001924434702,1946.132706150592,7997.700590465704,1.6554687143611244,296,0.6059501315409718,0.7559810283754654,46,3.8501476017100584,126.0,4.8441873,48.41269841269841,100.0,100.0,100.0,126.0,2,CM
3068576400058200134,,1614.9293481949385,1911.6556649295503,7993.869201874133,1929.983414702309,8007.947214698529,1.2812251213212102,485,0.357930911156938,0.836453829714249,55,4.025351690735149,312.0,5.7462034,67.62820512820514,98.3974358974359,100.0,100.0,312.0,6,EC
3068576400058200139,,917.935448816986,1910.151311986132,8008.445847024357,1923.4054456278848,8021.021347867566,2.093626145288528,34,0.4593130537000437,0.9096827571244184,17,2.8903717578961645,25.0,3.2580965,72.0,100.0,100.0,100.0,25.0,2,CM
3068576400059200041,,1380.216074720752,1937.4218090176528,7998.206259027042,1954.321023479716,8010.093718386866,1.5531482279981832,617,0.3613828178489222,0.9307003429265068,67,4.219507705176107,381.0,5.9454207,57.74278215223097,95.53805774278216,100.0,100.0,381.0,0,LPM-2
3068576400108100024,,1037.7648159144092,1286.3513768602195,9178.537364412436,1300.476204409175,9195.092679499256,1.4465352615630962,262,0.5699486350717478,0.6724014160329858,42,3.7612001156935624,149.0,5.0106354,59.73154362416108,100.0,100.0,100.0,149.0,0,LPM-2
3068576400108200011,,751.5681481803299,1287.992466173689,9187.353290459749,1300.2621347546262,9196.320836694407,1.3294724450591762,280,0.4658878222143153,0.9434062355420612,39,3.6888794541139363,175.0,5.170484,74.28571428571429,100.0,100.0,100.0,175.0,0,LPM-2
3068576400108200012,,882.7668117851415,1291.8536850741675,9190.596674788514,1304.8187130309225,9201.745377776486,1.1991307705153569,158,0.4633649908972169,0.8897757170605003,36,3.6109179126442243,89.0,4.4998097,53.93258426966292,100.0,100.0,100.0,89.0,0,LPM-2
3068576400108200014,,1610.5199254993963,1281.8632602858577,9194.732712437664,1294.9478752202635,9214.646843266324,1.7555106155451454,511,0.3470899154108505,0.9087971242050756,52,3.9702919135521215,390.0,5.9687076,76.41025641025641,99.48717948717949,100.0,100.0,390.0,3,CM
3068576400108200015,,901.8820619735696,1293.437719676322,9200.948689091165,1304.1159016872557,9210.926659327695,1.043090785101306,256,0.4074233842333529,0.9752446662615214,46,3.8501476017100584,122.0,4.8121843,54.09836065573771,100.0,100.0,100.0,122.0,0,LPM-2
3068576400108200018,,806.8017361810357,1279.964655433832,9207.907756430635,1289.688117252268,9222.230728463648,2.066236467435194,265,0.4898812177567198,0.9429200110939544,41,3.737669618283368,178.0,5.187386,70.2247191011236,100.0,100.0,100.0,178.0,2,CM
3068576400108200141,,991.7151474808354,1206.6183662765357,9313.427908778358,1221.5095272483527,9324.742888781204,1.5604628972894887,326,0.4599880220087603,0.8284982180030868,53,3.988984046564274,182.0,5.209486,47.25274725274725,98.35164835164835,100.0,100.0,182.0,2,CM
3068576400110100017,,695.5659622849946,1942.8449802973016,9185.071501745502,1952.5040674999696,9195.589065890295,1.3591014440632951,261,0.4713892570408965,0.9729881021454996,41,3.737669618283368,175.0,5.170484,70.28571428571428,100.0,100.0,100.0,175.0,6,EC
3068576400110100023,,381.83267910809633,1946.1943064872253,9192.530361206753,1953.415482857468,9200.402152123286,1.2982863426514797,152,0.6258119902786833,1.0,29,3.4011973816621555,110.0,4.7095304,73.63636363636363,100.0,100.0,100.0,110.0,3,CM
3068576400110100031,,628.0813520862552,1925.5015160649352,9219.378056512416,1936.5303484241656,9227.126029918774,1.3321308151133138,237,0.4970410403832841,0.969705243035836,37,3.6375861597263857,163.0,5.0998664,74.84662576687117,100.0,100.0,100.0,163.0,3,CM
3068576400110200019,,2577.2986270241263,1928.5511426150604,9175.575867677186,1945.7754905888287,9197.796417069834,1.2290378582629284,82,0.2432123009766944,0.975402517801774,28,3.3672958299864737,46.0,3.8501477,60.86956521739131,100.0,100.0,100.0,46.0,3,CM
3068576400110200023,,1808.6109407243505,1922.018296904078,9190.324045702331,1937.707830316367,9206.349103387654,1.129461107182519,53,0.2956256388208915,0.9645353915785848,15,2.772588722239781,28.0,3.3672957,82.14285714285714,100.0,100.0,100.0,28.0,3,CM
3068576400110200027,,787.392801153337,1939.5022661627693,9198.568919193352,1953.089261912992,9210.493777496473,1.605153643179078,355,0.5651832624960723,0.7385903968223246,46,3.8501476017100584,267.0,5.590987,68.16479400749064,100.0,100.0,100.0,267.0,3,CM
3068576400110200039,,1303.1863840351004,1918.4526648797848,9222.396893691288,1932.171196764601,9238.496081461331,1.4927771260424425,522,0.3979101467265918,0.8354252329493513,54,4.007333185232471,341.0,5.8348107,66.56891495601172,98.82697947214076,100.0,100.0,341.0,0,LPM-2
3068576400110200042,,1332.3449177488585,1906.8623649984927,9225.19548814636,1920.44162204422,9240.102273039316,1.0290584478944789,588,0.3888796245111648,0.8902745333792845,53,3.988984046564274,429.0,6.063785,72.26107226107226,99.3006993006993,100.0,100.0,429.0,3,CM
3068576400110200044,,1140.881668236184,1897.518857315387,9235.25731273198,1912.914193692776,9245.608822385731,1.5722588068373116,472,0.3814272821850165,0.9564791934260192,43,3.784189633918261,269.0,5.598422,65.4275092936803,100.0,100.0,100.0,269.0,0,LPM-2
3068576400110300009,,470.0522414852246,1933.1749266137367,9212.710431868963,1941.011579250112,9220.632381197309,1.00800332729484,290,0.5960468578688767,0.9271280863115652,39,3.6888794541139363,201.0,5.3082676,76.11940298507463,100.0,100.0,100.0,201.0,3,CM
3068576400111100007,,1287.8484460347,2116.2939818095924,9036.469362168067,2134.292589701415,9050.42288954318,2.5653080528034145,549,0.4018379476163751,0.9452052417330128,49,3.912023005428146,342.0,5.8377304,68.71345029239765,100.0,100.0,100.0,342.0,0,LPM-2
3068576400111100009,,626.9446165019634,2118.5479803362427,9046.048282065489,2131.481946599297,9055.174757415933,2.4160316787862284,343,0.5714313257366906,0.977124923995373,38,3.6635616461296463,232.0,5.4510384,66.8103448275862,100.0,100.0,100.0,232.0,0,LPM-2
3068576400111100011,,2052.633731150145,2097.003367320715,9047.99383651554,2118.4482534315966,9064.719535427786,1.8364943835659848,661,0.3228448461416023,0.8615204852133385,48,3.8918202981106265,517.0,6.249975,81.81818181818183,100.0,100.0,100.0,517.0,3,CM
3068576400111100018,,1677.7133506587932,2070.446538645267,9064.710369284216,2089.56688784967,9079.606912022546,1.552029856666251,614,0.3669115897148191,0.8369784894716242,55,4.025351690735149,473.0,6.161207,67.44186046511628,98.94291754756871,100.0,100.0,473.0,3,CM
3068576400111100020,,1423.436647492141,2105.174084136455,9064.71166054996,2122.725086902129,9076.024802470192,1.3675296736843536,303,0.330303982202001,0.9849214705107744,45,3.828641396489095,155.0,5.049856,64.51612903225806,100.0,100.0,100.0,155.0,2,CM
3068576400111100160,,125.64035757174206,1935.5139539272504,9210.054929383548,1940.1654605206352,9214.175764283264,1.1984233474226405,77,1.1259598061999323,0.9567049991318032,17,2.8903717578961645,55.0,4.0253515,87.27272727272727,100.0,100.0,100.0,55.0,3,CM
3068576400111200010,,653.0387943887112,2125.3215391103304,9048.104618078736,2134.341516546454,9059.353956016486,1.2444949061521546,371,0.4963573756231464,0.9637404045984432,47,3.8712010109078907,195.0,5.278115,60.0,100.0,100.0,100.0,195.0,0,LPM-2
3068576400111200015,,1146.0335322744006,2118.5600820121854,9057.36815464048,2131.44105848838,9070.052028481552,1.2808372788849318,392,0.3642162905149969,0.9823603898392628,57,4.060443010546419,206.0,5.332719,52.42718446601942,96.60194174757282,100.0,100.0,206.0,0,LPM-2
3068576400111200016,,1337.2178052747104,2083.07248668732,9058.865186219646,2102.435412004276,9073.120856451802,2.085033909464206,623,0.4034316531680854,0.8814853865297924,52,3.9702919135521215,514.0,6.244167,75.68093385214007,99.61089494163424,100.0,100.0,514.0,3,CM
3068576400111200017,,920.1847452625084,2091.6693718213314,9064.624121763456,2106.5604054046307,9074.424057659317,1.933044570114768,246,0.4345590958664296,0.9641445565140648,45,3.828641396489095,130.0,4.8751974,53.84615384615385,100.0,100.0,100.0,130.0,2,CM
3068576400111200020,,1309.2167339808036,2071.3155968723245,9073.999692195115,2097.0886670922428,9082.739826436637,3.1292230804992105,365,0.5015819374260446,0.7354596767774247,54,4.007333185232471,218.0,5.389072,55.04587155963303,98.1651376146789,100.0,100.0,218.0,2,CM
3068576400111200124,,2059.3023839846155,1948.6824463227624,9176.786789529697,1968.77964162152,9196.912444959804,1.1595128344195205,705,0.3663607750694493,0.7391554535684359,69,4.2484952420493585,372.0,5.9215784,47.31182795698925,94.6236559139785,100.0,100.0,372.0,2,CM
3068576400111200145,,599.2227575147309,1936.4903080318795,9192.877166419756,1947.3377887555305,9202.740873711911,1.1068124185936887,244,0.5778399621001428,0.8513832955992412,30,3.4339872044851463,184.0,5.220356,80.43478260869566,100.0,100.0,100.0,184.0,3,CM
3068576400111200167,,467.25761651357806,1951.930618038704,9204.235736448863,1958.897914609102,9214.280168914218,1.5456902560164716,72,0.6162551690593946,0.9356355055307728,20,3.044522437723423,28.0,3.3672957,64.28571428571429,100.0,100.0,100.0,28.0,2,CM
3068576400121100022,,2266.683352218798,1203.1357902958591,9315.841282624442,1219.14502505582,9340.566756629049,1.1594919477806909,868,0.2691683490861472,0.8894009243483747,66,4.204692619390966,593.0,6.3868794,62.731871838111296,97.3018549747049,100.0,100.0,593.0,2,CM
3068576400121100043,,1516.4855842126194,1195.1448381349735,9332.182432270629,1210.2927998352354,9346.176654142571,1.1512832399079689,481,0.3212762774672756,0.9648998961861672,49,3.912023005428146,352.0,5.866468,76.42045454545455,100.0,100.0,100.0,352.0,3,CM
3068576400121100052,,850.1077085535459,1189.102104686592,9342.79186430374,1198.7972226045877,9356.19923890768,1.796336407348372,335,0.4515081693324548,0.9666213156223188,40,3.7135720667043075,278.0,5.6312118,79.85611510791367,100.0,100.0,100.0,278.0,3,CM
3068576400121100062,,708.9486926223392,1197.3608155427712,9353.507908732814,1208.7304677883856,9362.986431255806,1.948918470253818,21,0.4746961560207515,0.9991718174065478,7,2.0794415416798357,8.0,2.1972246,100.0,100.0,100.0,100.0,8.0,3,CM
3068576400121100065,,1091.6561164267284,1179.9659930095002,9358.024172065008,1191.1993123219083,9370.29330275391,1.1358348990538665,493,0.3583571524268411,0.988235484106134,41,3.737669618283368,401.0,5.9964523,78.80299251870323,100.0,100.0,100.0,401.0,3,CM
3068576400121100070,,1290.2178517516502,1171.451483557431,9365.421120505433,1188.6676024218602,9376.891693518764,1.747117846358976,493,0.3828751070836911,0.90407083971222,47,3.8712010109078907,204.0,5.32301,66.17647058823529,100.0,100.0,100.0,204.0,0,LPM-2
3068576400121100073,,876.3001456678869,1163.3324001625888,9368.171794960352,1175.7535426271195,9378.89638713257,1.0313754899704506,254,0.4233440476138085,0.9666330888505656,44,3.8066624897703196,121.0,4.804021,52.066115702479344,100.0,100.0,100.0,121.0,0,LPM-2
3068576400121100216,,1383.6488472285378,1215.663587762967,9500.042142209462,1233.320300163099,9512.828516517016,1.1438461019837791,325,0.3686319748810103,0.8999372424916315,50,3.9318256327243257,166.0,5.117994,52.40963855421686,100.0,100.0,100.0,166.0,0,LPM-2
3068576400121100225,,938.1336823023742,1369.169456174487,9503.414502093914,1383.908231276338,9520.301749622557,2.3809360365779355,334,0.5599419033031915,0.7884141710665608,54,4.007333185232471,201.0,5.3082676,56.21890547263681,98.00995024875621,100.0,100.0,201.0,2,CM
3068576400121100231,,948.0506026021712,1224.7203456341376,9505.136265489333,1237.8393234644016,9516.094480563685,1.27558733956407,289,0.4224799244506632,0.9356939489706004,50,3.9318256327243257,144.0,4.9767337,43.75,100.0,100.0,100.0,144.0,2,CM
