EntityID,fov,volume,center_x,center_y,min_x,min_y,max_x,max_y,anisotropy,transcript_count,perimeter_area_ratio,solidity,cluster
3068241300084100040,,366.439039225193,4901.487859471635,11208.71039181821,4898.168746269669,11205.49482392235,4905.134372506341,11212.003503766637,1.093821919464348,41,0.6392646402367811,0.983994321870935,cluster_5
3068241300084200116,,1397.8554877791073,4921.801247358329,11152.196493037234,4912.749504509722,11143.539720413915,4927.296235622861,11160.614803250812,1.0884069600861073,314,0.3883156711095906,0.8476268689796845,cluster_5
3068241300084200124,,3827.697001330231,4907.39555613022,11183.016153834296,4894.909926363378,11164.92225950661,4919.194777051958,11204.39885010113,2.393335360854798,708,0.3033956001885332,0.6731940005180312,cluster_5
3068241300084300012,,944.1608892941842,4917.114243323492,11160.023686903052,4910.254686970669,11155.011808425996,4924.486557177039,11165.002164649257,1.7085845176160492,148,0.4274998210777773,0.962542381668402,cluster_5
3068241300085100045,,3902.091984225377,5122.815097042464,11002.28224455378,5107.818779854912,10989.783590911207,5136.833365268677,11013.262122397611,2.095924538344532,986,0.2212145765901279,0.9264222671784972,cluster_5
3068241300085100049,,1754.677537535065,5085.180354282463,11001.555931463738,5075.076052175626,10993.72919536606,5094.457243781748,11013.197007134497,2.2416899403103856,365,0.4116435080840218,0.7966188121733243,cluster_5
3068241300085100052,,1316.114420447357,5191.853119508701,11002.824688719864,5184.347961850344,10995.90778432454,5198.678684701868,11009.8188354947,1.2866535484226844,450,0.344789615303871,0.971863444203259,cluster_5
3068241300085100055,,1644.2545985928375,5151.043789806882,11003.864993638364,5140.159170292274,10998.413485350393,5161.283201265396,11009.678958538883,2.088231279465593,309,0.3505946773067115,0.8965037221698335,cluster_5
3068241300085100060,,798.7091394998761,5091.82771563816,11007.705453544,5080.289243098605,11001.5043318732,5096.754495489301,11014.137652993348,1.948554104212916,253,0.5966268565095341,0.6115907304582785,cluster_5
3068241300085100061,,633.2507773742877,5171.895303138636,11008.946894068167,5166.622645743384,11004.748535520845,5177.685016110767,11012.937012231834,1.8153345409980104,114,0.4982747383033419,0.9868478929567894,cluster_5
3068241300085100062,,922.3450006215342,5181.476628793677,11009.912067737952,5174.361027011903,11005.036943309577,5189.14703501381,11014.988912064897,1.5846733575463563,146,0.4381424928324797,0.9347088732667872,cluster_5
3068241300085100063,,321.44794685381095,5156.439739285687,11009.482165920332,5152.250386188207,11007.328908737012,5160.795764315768,11011.972682043412,1.840320715837423,79,0.7005912235568071,1.0,cluster_5
3068241300085100064,,974.7225765678612,5100.7260717118725,11013.629581552204,5094.266144952357,11007.738708327652,5107.793394851637,11019.74175449245,1.9118424535794225,411,0.4282492948989143,0.9366871442211696,cluster_5
3068241300085100066,,2797.9796785807857,5126.894204640122,11015.849914996084,5115.106134733582,11007.764732442452,5139.791453366235,11024.060469221584,1.8579329558346416,486,0.2416036767949811,0.9727488576318142,cluster_5
3068241300085100069,,593.1297311232665,5096.457239983348,11017.901941566755,5090.252283281371,11013.220685977309,5102.277743373304,11023.068312324453,2.2684316308655363,183,0.6183204210589164,0.82208894806531,cluster_5
3068241300085100070,,1679.142286584747,5190.934094616495,11020.080715427406,5181.295081270654,11013.625423316522,5200.037530445292,11026.551970330947,1.6063049773257745,324,0.3088479592743365,0.969947075115786,cluster_5
3068241300085100078,,2335.5836435738274,5110.772932089473,11026.909088210396,5100.674435643916,11019.346420089372,5121.130562264599,11035.59769327228,1.473593871971491,963,0.2634222123428244,0.9603402352389012,cluster_5
3068241300085100089,,754.3983528743322,5171.7840004282325,11030.612764402073,5163.453227336548,11027.199938699285,5179.407537046976,11034.255033180169,2.4656075978029257,191,0.5319196057958154,0.9394729691414114,cluster_5
3068241300085100090,,1352.6121536610865,5133.770693731692,11034.27427436884,5126.582215478004,11027.76465799768,5143.532005573049,11045.209224069247,1.875694182409747,378,0.4255181371667774,0.8033012272185213,cluster_5
3068241300085100092,,1380.502466138316,5055.993831379142,11034.002017271354,5048.986834534632,11027.758916840668,5062.58448685213,11040.46126197886,1.11560607396071,574,0.3381087189161422,0.9347778160908876,cluster_5
3068241300085100094,,1115.33420185939,5032.81328472507,11037.46525995033,5025.24989860906,11031.293932452938,5040.8126380390295,11043.11060088054,1.6000444761616883,507,0.3979929385889079,0.927202345790809,cluster_5
3068241300085100098,,1058.8824274310844,5193.492671667773,11039.49636363324,5183.687491713078,11032.509130336472,5200.75155699093,11045.443425376636,2.7539475573235355,365,0.4551688129599922,0.918134644309246,cluster_2
3068241300085100101,,893.543692159481,5160.8231454794,11041.232725976848,5155.020655469174,11035.345684493032,5166.192396897275,11046.200112473034,1.1948424694540802,113,0.4035907798803325,0.990069970482563,cluster_5
3068241300085100104,,1828.7067242449696,5071.492312444781,11045.419229912628,5058.256606111087,11038.667562812325,5083.7827769979895,11050.742789415452,2.499851152025231,883,0.3713383700455773,0.8521521161028348,cluster_2
3068241300085100109,,425.37354177026447,5194.057040753621,11046.85318603285,5189.519829960493,11043.119588034431,5198.6436469532655,11049.786449593405,1.4372106366752744,80,0.6256140556407984,0.9383066369415516,cluster_2
3068241300085100110,,550.0261966036774,5093.885465203964,11046.592564840468,5087.401380778972,11043.387502352389,5100.164782212551,11050.201104198202,2.5078121482336964,298,0.6361756349232207,0.8501704566167652,cluster_2
3068241300085100113,,168.21145586191346,5058.22689669671,11047.365673529366,5055.83355200509,11045.146068057657,5060.883776614749,11049.751832361844,1.202975944932476,68,0.9191286972865774,1.0,cluster_1
3068241300085100114,,497.18923183461743,5184.29573393219,11050.383887256829,5180.871093394014,11045.079800551855,5188.108241530763,11055.63470326189,1.2909659671119929,191,0.5692364952362551,0.9641830370411336,cluster_2
3068241300085100118,,809.5596319770736,5103.293183824389,11053.47846344313,5098.591642659856,11048.589391236806,5108.041668767746,11059.05278091729,1.1480006876608186,245,0.4171266399376326,0.9950412558578444,cluster_2
3068241300085100121,,313.8407823673692,5192.606127770315,11051.462082635331,5188.4251248219125,11049.294324826174,5196.65022550753,11054.08412960271,1.7279209739355512,85,0.6994888829293934,1.0,cluster_2
3068241300085100122,,1156.1285307469338,5041.454596545307,11055.812261825336,5033.787614788461,11049.683668290558,5050.636010340501,11060.564707110072,1.6494455467147409,686,0.4278837539761312,0.8830787113118655,cluster_1
3068241300085100125,,459.6959089536333,5200.5636424596605,11053.378909151566,5195.77985430632,11050.114431181377,5204.485203536228,11056.76465997122,1.331120492824996,67,0.5705871284018568,0.9750831024077526,cluster_1
3068241300085100126,,2123.823952624899,5011.988112180637,11059.355412234245,5002.891969880512,11050.090882040951,5023.311869385072,11066.186035527437,1.0923633886993596,768,0.2965947084729628,0.8824122487614602,cluster_0
3068241300085100128,,1022.1265011175236,5029.752444742044,11057.7766657126,5023.210971639854,11052.354424350096,5035.947562294314,11062.832596399245,1.461846600764051,543,0.3835320762002832,0.9840443129651842,cluster_1
3068241300085100131,,907.3424757240582,5151.893487371116,11061.581425884098,5145.69873044029,11056.6901218226,5157.869673586781,11066.179539144963,1.4611504871812346,94,0.3989845381042901,0.9918009329086616,cluster_2
3068241300085100134,,2072.253275554087,4995.957622614979,11068.29897736915,4985.718433485761,11058.41619663724,5006.207144341446,11077.956459408726,1.7973683374745502,639,0.3195594728299032,0.8709194652325838,cluster_0
3068241300085100135,,351.1845727651172,5059.587882042096,11062.906761761958,5054.716740005326,11060.26532998547,5065.194941983134,11065.08708374577,2.431491507983794,123,0.760951975033817,0.9323386042635085,cluster_1
3068241300085100138,,981.8198342305482,5184.083788954725,11065.362198380202,5176.760799759899,11060.690620141588,5191.487652103703,11069.418255005028,1.7735424764690992,137,0.4036095323473741,0.9846381047571744,cluster_5
3068241300085100144,,1481.9192078084052,4943.4328482767605,11122.24661445789,4935.501034400291,11113.31067406891,4950.718769161724,11132.679565842873,2.356228631201811,416,0.3708722332305451,0.9389451847157504,cluster_5
3068241300085100145,,1004.1721641179424,4930.355590325729,11136.5964093159,4923.653884416433,11129.358540642585,4936.5785998423735,11144.002485957197,2.16488591182809,250,0.4341352859365678,0.9538650162755556,cluster_5
3068241300085200053,,1200.470891923773,5102.375563564371,11003.712897937616,5095.978637152066,10997.939863778627,5109.055288825737,11009.496931080028,1.2712585867166677,465,0.3472842760757878,0.9847565191376616,cluster_5
3068241300085200054,,1529.3647297951495,5200.314159540198,11008.037077468736,5192.315324104302,10998.622890498924,5206.583415256735,11016.14428364157,1.4008003923921415,391,0.3433117660100529,0.9037632203012028,cluster_5
3068241300085200056,,744.5073616176048,5166.625134532064,11004.372161657871,5160.6761351831055,11000.95359270313,5174.054176482378,11008.727058671911,1.7488973919760686,125,0.4858919438812211,0.96914192937428,cluster_5
3068241300085200058,,868.0914684254026,5067.487542174509,11008.66873721295,5063.062236148821,11002.782204208344,5072.207547442614,11015.141304728846,1.466943744112026,63,0.4191049634762782,0.9743456368367968,cluster_5
