,x_shift,y_shift,cluster
0,-5086.662581807595,-9339.464657364308,cluster_5
1,-5078.452608200663,-9348.971900700042,cluster_5
2,-5064.093384328297,-9365.6000461732,cluster_5
3,-5090.070916417366,-9335.517766904473,cluster_5
4,-5110.234507870201,-9312.168097387565,cluster_5
5,-5075.954781779219,-9351.864412264153,cluster_5
6,-5128.061826516,-9291.523858501563,cluster_5
7,-5099.258213688291,-9324.878771588015,cluster_5
8,-5102.240116447368,-9321.425694088459,cluster_5
9,-5121.521772277107,-9299.097316109946,cluster_5
10,-5127.308267607,-9292.39648833677,cluster_5
11,-5108.7655426579,-9313.869175904221,cluster_5
12,-5049.519918533333,-9382.476286243049,cluster_5
13,-5099.419978012341,-9324.691446650639,cluster_5
14,-5035.809464186483,-9398.35314918557,cluster_5
15,-5051.529976749601,-9380.148615839224,cluster_5
16,-5129.848358671657,-9289.455033832432,cluster_5
17,-5075.193587703349,-9352.745883709918,cluster_5
18,-5082.527690376002,-9344.252908933571,cluster_5
19,-5091.107338088637,-9334.317578755406,cluster_5
20,-4547.290123969051,-9964.064132438612,cluster_5
21,-4503.4116700593595,-10014.875883911598,cluster_5
22,-4478.010470722017,-10044.290763262205,cluster_5
23,-4570.442174485975,-9937.253793145957,cluster_5
24,-4523.395006505441,-9991.734951754115,cluster_5
25,-4462.445159565084,-10062.315571605124,cluster_5
26,-4919.741443682781,-9532.761244419135,cluster_5
27,-4901.90728323414,-9553.413406191079,cluster_5
28,-4857.0324759854075,-9605.378946226141,cluster_5
29,-4773.931178861534,-9701.611198739676,cluster_5
30,-4760.999677994466,-9716.586024643582,cluster_5
31,-4745.491076451558,-9734.545162604862,cluster_5
32,-4702.797589291944,-9783.984709028584,cluster_0
33,-4642.854785774683,-9853.399161077916,cluster_5
34,-4617.01035997042,-9883.327301746476,cluster_5
35,-4950.168871226375,-9497.525935319836,cluster_0
36,-4930.7226405584315,-9520.04489284326,cluster_5
37,-4947.133260550778,-9501.041207200988,cluster_0
38,-4878.659750298538,-9580.33431521661,cluster_5
39,-4952.444427744237,-9494.890814846212,cluster_5
40,-4841.352250401298,-9623.536826790027,cluster_5
41,-4818.718655986056,-9649.74678798726,cluster_5
42,-4722.6346673025455,-9761.013145812172,cluster_5
43,-4688.959816528101,-9800.009008154146,cluster_5
44,-4673.089484825384,-9818.387033777655,cluster_5
45,-4664.520137998394,-9828.31043541243,cluster_5
46,-4648.942404923178,-9846.34962847879,cluster_5
47,-4649.705920804849,-9845.465468355353,cluster_5
48,-5071.206027367601,-9357.363524185143,cluster_5
49,-5023.396091513105,-9412.727976715258,cluster_5
50,-5026.044341079911,-9409.661273428404,cluster_5
51,-5059.012485043018,-9371.483785656688,cluster_5
52,-4967.920234438224,-9476.969653695065,cluster_0
53,-5050.519816909224,-9381.318392487756,cluster_5
54,-5004.8952223752885,-9434.152194774531,cluster_5
55,-5011.418495857924,-9426.598169473817,cluster_5
56,-5066.881692368007,-9362.371153572849,cluster_5
