,x_shift,y_shift,cluster
0,-4929.7604310251045,-10875.045900837207,cluster_5
1,-5010.09923510827,-10820.376966365422,cluster_5
2,-4961.929973870198,-10847.02568343378,cluster_5
3,-4996.519408269327,-10826.166840126181,cluster_5
4,-5415.831942841547,-10815.276525311541,cluster_5
5,-5367.251913314474,-10778.53490865617,cluster_5
6,-5505.699463601908,-10881.64202617159,cluster_5
7,-5451.283261273596,-10844.194194705464,cluster_5
8,-5370.10631219375,-10792.907415015956,cluster_5
9,-5473.748801607188,-10870.677175412677,cluster_5
10,-5485.374624949923,-10881.05263020078,cluster_5
11,-5453.005599406804,-10856.67966189262,cluster_5
12,-5376.122024838912,-10809.125541291889,cluster_5
13,-5408.269349507697,-10836.918327251757,cluster_5
14,-5366.470318374208,-10810.659170944577,cluster_5
15,-5488.085764956263,-10903.359323185912,cluster_5
16,-5376.646354892927,-10836.065432892254,cluster_5
17,-5452.998785915682,-10898.93590947205,cluster_5
18,-5399.750315665947,-10867.578739670022,cluster_5
19,-5298.185108043901,-10793.256303162396,cluster_5
20,-5264.543983768998,-10775.745559361123,cluster_5
21,-5472.971076942276,-10931.21116802962,cluster_2
22,-5428.549412328534,-10902.415577635285,cluster_5
23,-5307.61765228869,-10822.942617322999,cluster_2
24,-5466.713581603037,-10941.379309345717,cluster_2
25,-5335.818536484408,-10845.774674764183,cluster_2
26,-5288.399726071416,-10812.875422155574,cluster_1
27,-5450.576541087136,-10936.71861375033,cluster_2
28,-5341.586451393933,-10863.736339622657,cluster_2
29,-5460.430998501966,-10946.033375081344,cluster_2
30,-5258.408992547271,-10807.983047771457,cluster_1
31,-5469.025932195597,-10956.11046880751,cluster_1
32,-5216.46243472836,-10784.598974368573,cluster_0
33,-5241.220584221244,-10799.426034034399,cluster_1
34,-5397.507190625704,-10920.563615568637,cluster_2
35,-5186.970240519755,-10781.062697311248,cluster_0
36,-5275.401888483409,-10834.515847116945,cluster_1
37,-5436.0546528101495,-10956.126399734963,cluster_5
38,-5066.901367314124,-10801.738812419044,cluster_5
39,-5036.13415413366,-10808.08880903176,cluster_5
40,-5387.712303480679,-10797.71146150607,cluster_5
41,-5511.819515559692,-10896.512466987142,cluster_5
42,-5471.199770538855,-10859.676070443502,cluster_5
43,-5337.324492172434,-10771.020959888523,cluster_5
44,-5357.888241236878,-10787.36384520893,cluster_5
45,-5433.81906063694,-10856.513538873698,cluster_5
46,-5466.57052579168,-10878.821162423103,cluster_5
47,-5300.455385004616,-10771.314593894676,cluster_2
48,-5456.880644920794,-10887.113287499631,cluster_5
49,-5425.15750590518,-10866.843686271393,cluster_5
50,-5357.217345043576,-10812.984793006124,cluster_5
51,-5402.003950699082,-10852.76160056775,cluster_5
52,-5278.437254787509,-10773.438181378498,cluster_5
53,-5336.976330743604,-10819.845698511175,cluster_2
54,-5468.011479639569,-10908.57465118801,cluster_5
55,-5424.603154576126,-10882.787093590081,cluster_5
56,-5477.367670450016,-10920.317736681489,cluster_5
57,-5314.126948208428,-10808.710686822198,cluster_2
58,-5444.1592174279,-10911.412053384805,cluster_5
59,-5282.1139139645,-10787.604205521002,cluster_5
60,-5378.850112581458,-10859.422584162441,cluster_5
61,-5249.456035017109,-10783.112028635322,cluster_0
62,-5396.764265343218,-10884.228631964053,cluster_5
63,-5289.06729976108,-10804.701254633912,cluster_5
64,-5344.740493694465,-10843.536811203272,cluster_2
65,-5355.146128278882,-10856.896121503309,cluster_2
66,-5272.127374932114,-10799.45827949856,cluster_4
67,-5231.360538686499,-10778.226302609602,cluster_0
68,-5322.493836645701,-10850.2623756172,cluster_1
69,-5277.8384793094465,-10821.978439220302,cluster_1
70,-5294.1690225034345,-10837.57722203435,cluster_1
71,-5436.315344449475,-10940.54392565464,cluster_5
72,-5304.83355102385,-10855.40520661636,cluster_1
73,-5318.984756136882,-10872.92443871576,cluster_1
74,-5330.79056714677,-10881.983582418708,cluster_1
75,-5160.29271909821,-10788.67131879511,cluster_0
76,-5135.938113886253,-10789.275785213249,cluster_0
77,-5355.062622812435,-10797.309956563913,cluster_5
78,-5102.01888093595,-10792.069319715412,cluster_0
79,-5564.533515966169,-10924.483064763157,cluster_5
80,-5709.3709497365735,-11025.970290623813,cluster_5
81,-5543.7805444863925,-10915.221233987331,cluster_2
82,-5517.582325515927,-10911.781791905061,cluster_5
83,-5538.638510305591,-10930.217503372884,cluster_5
84,-5548.537992365419,-10949.062448017226,cluster_1
85,-5508.913140397827,-10925.223455086141,cluster_2
86,-5515.294754077839,-10950.037888450894,cluster_1
87,-5540.724529449549,-10962.697246794083,cluster_1
88,-5590.287499551768,-11135.581219678046,cluster_5
89,-5451.09857530553,-11108.955028944494,cluster_5
90,-5413.568427364848,-11109.722861205963,cluster_5
91,-5640.359384078133,-11325.603103553014,cluster_5
92,-5529.8930655057475,-10896.09733877811,cluster_5
93,-5579.784846174669,-10949.909114039761,cluster_4
94,-5559.510047332108,-10940.404379181336,cluster_1
95,-5533.6677876651265,-10953.000306731275,cluster_1
96,-5489.204270541447,-10957.798748739078,cluster_1
97,-5961.344557348658,-11277.44030212136,cluster_5
98,-5978.013114813283,-11296.436693723113,cluster_5
99,-5724.464127567726,-11441.66423800785,cluster_5
100,-5882.7416713286375,-11190.425935541867,cluster_2
101,-5740.4544955481815,-11417.317328751227,cluster_5
102,-5709.8968029523485,-11450.504148232247,cluster_5
103,-4847.6950189616055,-10943.65074565941,cluster_5
104,-4741.507423251562,-11081.890317588106,cluster_5
105,-4747.528810006444,-11181.666899922362,cluster_5
106,-4916.412087914655,-10876.072031786796,cluster_5
