,x_shift,y_shift,cluster
0,-1933.0232829867523,-6784.805835422705,cluster_5
1,-1958.3421228928946,-6809.628030913294,cluster_5
2,-1982.4664680608403,-6843.2946363866,cluster_5
3,-1890.8798010775834,-6760.69769809242,cluster_5
4,-2006.3376811338267,-6847.341739900265,cluster_5
5,-1898.9819225031642,-6770.255483146381,cluster_5
6,-2038.4920463604496,-6884.104576971974,cluster_5
7,-1842.6295534540777,-6747.217372193554,cluster_5
8,-1881.7039892347682,-6767.216084849406,cluster_5
9,-1955.5503372008902,-6824.21263286751,cluster_5
10,-2044.7311164307398,-6900.9161290021975,cluster_5
11,-1872.7457914181537,-6771.810276740536,cluster_5
12,-1941.815848282091,-6828.052959476496,cluster_5
13,-1860.3564237644982,-6770.367931300065,cluster_5
14,-1926.212609396001,-6820.912637208603,cluster_5
15,-2051.242244154791,-6915.0511962000055,cluster_5
16,-1955.9177339463156,-6849.637751193164,cluster_5
17,-2013.2201436375196,-6886.76179836598,cluster_5
18,-1872.8482133576947,-6786.851882729204,cluster_5
19,-1851.4915217803054,-6780.565043338224,cluster_5
20,-1792.2735461288862,-6747.143974683133,cluster_5
21,-1919.6122321584062,-6838.966906130338,cluster_5
22,-1956.0378661811287,-6868.849294388862,cluster_5
23,-1863.278566601943,-6801.354745132597,cluster_5
24,-1831.7303083968354,-6775.950719286403,cluster_5
25,-1843.9783048645397,-6790.978179326791,cluster_5
26,-1891.3122572878885,-6823.095898242806,cluster_5
27,-1766.176040069,-6738.860105428898,cluster_5
28,-1866.2760186940902,-6813.94891098042,cluster_5
29,-1877.8203274940433,-6825.294025080004,cluster_5
30,-1841.246347303013,-6804.824015751806,cluster_5
31,-1925.8254733593094,-6876.835489488877,cluster_5
32,-1870.449505541778,-6837.847843731547,cluster_5
33,-1937.1091394999871,-6888.775186768172,cluster_5
34,-1853.0681026515513,-6828.649552454663,cluster_5
35,-1897.2634232401504,-6862.343655633735,cluster_5
36,-1734.9048839843867,-6752.941479562605,cluster_5
37,-1750.768133961142,-6759.861148057611,cluster_5
38,-1829.9059950747624,-6820.068769746782,cluster_5
39,-1852.9779997417459,-6839.258166472975,cluster_5
40,-1912.1682618367531,-6892.476056822223,cluster_5
41,-1825.696577856537,-6828.075570732211,cluster_5
42,-1841.0817470358256,-6838.979612318193,cluster_5
43,-1852.9996998603663,-6852.468558445483,cluster_5
44,-1840.3083938410389,-6846.955896816988,cluster_5
45,-1916.317847500116,-6918.031917544784,cluster_5
46,-1857.6032338903256,-6878.356758501766,cluster_5
47,-1920.630241474284,-6772.113978266478,cluster_5
48,-2012.935200529367,-6842.883669771665,cluster_5
49,-1904.8566625812314,-6760.516697334624,cluster_5
50,-2031.73176183037,-6866.113097515846,cluster_5
51,-1871.9375641167262,-6754.973363999029,cluster_5
52,-1935.7386530419972,-6798.310016145259,cluster_5
53,-1906.4168338945844,-6781.919627406426,cluster_5
54,-1962.9394855748649,-6831.495851880766,cluster_5
55,-1932.317236070135,-6807.385189622484,cluster_5
56,-1944.8626652995426,-6818.378975911073,cluster_5
57,-1887.6718810023233,-6782.678793198806,cluster_5
58,-2030.3466113653699,-6895.84183410108,cluster_5
59,-2064.274988157605,-6925.95663073037,cluster_5
60,-1852.8246005854357,-6766.317094864056,cluster_5
61,-1880.8056412324997,-6797.829164851931,cluster_5
62,-1894.8818173657803,-6811.130055820143,cluster_5
63,-1927.7454889547885,-6832.877636373368,cluster_5
64,-1899.823365719105,-6835.302797332501,cluster_5
65,-1929.059729856915,-6855.8187277410425,cluster_5
66,-1909.7681496348177,-6853.05905740911,cluster_5
67,-1744.268184819344,-6739.579398967123,cluster_5
68,-1920.6536676856708,-6864.821038225976,cluster_5
69,-1864.1629436672138,-6825.243423310008,cluster_5
70,-1910.7944353383857,-6866.269463929689,cluster_5
71,-1723.1737136664858,-6746.042032870049,cluster_5
72,-1821.8344349165272,-6815.837552176969,cluster_5
73,-1915.833166880685,-6883.78439964017,cluster_5
74,-1930.0276043064505,-6904.987054656436,cluster_5
75,-1839.333185291879,-6830.608227922452,cluster_5
76,-1890.0001634727303,-6882.34398886588,cluster_5
77,-1861.4076400499744,-6854.084467276979,cluster_5
78,-1846.9278157342562,-6844.730411330941,cluster_5
79,-1831.7792828288425,-6836.134943706351,cluster_5
80,-1700.7405665260844,-6756.8199801306,cluster_5
81,-1904.2167067314801,-6901.0737148144335,cluster_5
82,-1812.0721675100074,-6839.033087199158,cluster_5
83,-1827.1893447645386,-6862.251582950606,cluster_5
84,-1847.298310165993,-6821.5130233470345,cluster_5
85,-1907.547898149999,-6877.245213716068,cluster_5
86,-1861.4784100026698,-6846.528849828722,cluster_5
87,-1893.1747855380163,-6895.832864425729,cluster_5
88,-1850.8773370333706,-6866.543876286546,cluster_5
89,-2075.1733471392354,-6953.1041710336085,cluster_5
90,-2073.716030476977,-6993.664955547602,cluster_5
91,-2071.9586784682765,-6940.622658152014,cluster_5
92,-2071.0181245243048,-6972.666752326682,cluster_5
93,-2081.803304644117,-7019.938526332444,cluster_5
94,-1558.0355386052488,-6853.734424223734,cluster_5
95,-1512.9497616792798,-6867.59590847278,cluster_5
96,-1474.731646705658,-6913.932776704005,cluster_5
97,-1486.7847619655554,-6931.433531111737,cluster_5
98,-1414.8620710697792,-6955.041834837539,cluster_5
99,-1384.592708789536,-6971.076351077086,cluster_5
100,-1350.4150755156938,-6997.016059348925,cluster_5
101,-1334.5692882821995,-7014.144009642414,cluster_5
102,-1597.7124142533314,-6817.846446362272,cluster_5
103,-1527.384667721953,-6885.672229605244,cluster_5
104,-1506.92737189811,-6893.827940965175,cluster_5
105,-1482.8674218716533,-6904.4354838442305,cluster_5
106,-1446.295206378745,-6931.190062327365,cluster_5
107,-1466.972963210396,-6937.098561312186,cluster_5
108,-1427.8411041912686,-6946.741388804835,cluster_5
109,-1817.3276409834732,-6832.5790846466325,cluster_5
110,-1817.800818124149,-6842.079866838331,cluster_5
111,-1810.0750549829913,-6844.620131717743,cluster_5
112,-1888.857855359942,-6910.624430967573,cluster_5
113,-1871.3358546361737,-6895.184587268414,cluster_5
114,-1809.5198207085646,-6854.314566277425,cluster_5
115,-1669.5638535466094,-6769.130483212421,cluster_5
116,-1817.277265832458,-6871.149670192432,cluster_5
117,-1788.244480405016,-6853.073850124896,cluster_5
118,-1842.962890770007,-6900.46247288939,cluster_5
119,-1860.2792826339269,-6924.408564281942,cluster_5
120,-1795.0978703951573,-6880.570124212785,cluster_5
121,-1656.6594085829865,-6787.0972362318935,cluster_5
122,-1808.8954250376316,-6906.710434680156,cluster_5
123,-1891.9906102856003,-6981.830032679762,cluster_5
124,-1786.1631029220725,-6894.230514423399,cluster_5
125,-1883.0859207196513,-6972.310883859217,cluster_5
126,-1959.4211278915332,-7030.612744824262,cluster_5
127,-1807.1840534547543,-6919.145039431346,cluster_5
128,-1619.9999379751246,-6798.746661018197,cluster_5
129,-1848.0122426659816,-6955.4103349745965,cluster_5
130,-1958.6815748329302,-7042.612319430534,cluster_5
131,-1829.0094199480461,-6952.879336632801,cluster_5
132,-1795.1818768641995,-6925.9435129222165,cluster_5
133,-1783.9269846062016,-6914.584987551783,cluster_5
134,-1932.5332436215197,-7033.9889998753715,cluster_5
135,-1889.7226536508754,-7008.488701602212,cluster_5
136,-1873.5341054962714,-7003.901169015746,cluster_5
137,-1837.4253582370166,-6972.038536109348,cluster_5
138,-1911.519854654125,-7037.319931676359,cluster_5
139,-1892.4965989067027,-7026.825640373052,cluster_5
140,-1820.7096814711458,-6974.193586971843,cluster_5
141,-1729.900180113257,-6908.898705386641,cluster_5
142,-1783.1360779071604,-6944.0153510764085,cluster_5
143,-1870.613850429712,-7016.022588607937,cluster_5
144,-1845.884558327791,-7005.5448697706215,cluster_5
145,-1778.4849581700653,-6957.629614380098,cluster_5
146,-1685.6704393172433,-6889.074326248805,cluster_5
147,-1765.0247131553872,-6957.974184640333,cluster_5
148,-1745.1737729047852,-6950.913857129718,cluster_5
149,-1806.2215958517943,-7007.306605500136,cluster_5
150,-1776.4882671642204,-6983.044010711717,cluster_5
151,-1693.780075271462,-6913.662762167377,cluster_5
152,-1676.875731323862,-6904.234419711923,cluster_5
153,-1705.258948007188,-6924.828554333449,cluster_5
154,-1662.7469272153598,-6897.348472556626,cluster_5
155,-1815.4012871298762,-7013.582641476671,cluster_5
156,-1710.8118166892928,-6932.402141425701,cluster_5
157,-1651.463595893653,-6893.072093202067,cluster_5
158,-1749.820602176265,-6976.8417979015785,cluster_5
159,-1720.0553902675697,-6961.562342116444,cluster_5
160,-1721.8797837797424,-6971.050424528213,cluster_5
161,-1758.9195036578426,-6998.139097675628,cluster_5
162,-1767.8899994503154,-7017.594084207663,cluster_5
163,-1726.6267296895794,-6980.681990490043,cluster_5
164,-1664.5576396285985,-6939.299873724692,cluster_5
165,-1733.4314475944925,-6992.168010935578,cluster_5
166,-1647.1941578586707,-6929.668674241969,cluster_5
167,-1597.9522062954568,-6906.910480095112,cluster_5
168,-1556.4405331275186,-6896.719818033322,cluster_5
169,-1620.006378436971,-6930.245042591098,cluster_5
170,-1667.514895263249,-6968.394264938646,cluster_5
171,-1640.532243606345,-6949.638558859867,cluster_5
172,-1599.3633779018617,-6924.112558391348,cluster_5
173,-1543.6998635751236,-6910.059895895976,cluster_5
174,-1509.6206989479729,-6922.398000308038,cluster_5
175,-1900.4201603883153,-6892.035474312195,cluster_5
176,-1862.6103192738303,-6867.716304161419,cluster_5
177,-1866.0550747395012,-6885.71334899857,cluster_5
178,-1806.9085260170768,-6838.646149932992,cluster_5
179,-1900.294692573598,-6909.428330702751,cluster_5
180,-1790.1943028730307,-6836.672783607594,cluster_5
181,-1903.1417893776575,-6934.151500294834,cluster_5
182,-1847.1389345321386,-6879.708017947735,cluster_5
183,-1855.984682112081,-6895.041448611046,cluster_5
184,-1829.4582231394206,-6872.167968129235,cluster_5
185,-1872.1260588657476,-6911.04602100485,cluster_5
186,-1882.87255915968,-6925.666902857949,cluster_5
187,-1834.3800649260402,-6886.386015129552,cluster_5
188,-1803.2924025951957,-6871.693992161988,cluster_5
189,-1674.411139822084,-6785.225311569683,cluster_5
190,-1819.2242385684006,-6889.36717412586,cluster_5
191,-1636.9133765856836,-6793.814710661847,cluster_5
192,-1830.130223753658,-6899.866345998866,cluster_5
193,-1885.3755557291383,-6956.537513874523,cluster_5
194,-1810.0512296282504,-6894.223296260715,cluster_5
195,-1864.8829540038992,-6938.590186571572,cluster_5
196,-1823.2949772026261,-6906.404048155436,cluster_5
197,-1789.4455131180553,-6888.26554129559,cluster_5
198,-1985.5379696095001,-7041.555714545053,cluster_5
199,-1856.4587702099343,-6944.430285515144,cluster_5
200,-1972.379241596283,-7033.809578752442,cluster_5
201,-1825.680685029953,-6920.908758364321,cluster_5
202,-1774.9142572628948,-6891.555124692999,cluster_5
203,-1845.8351481204418,-6944.703484929225,cluster_5
204,-1914.737173525496,-7017.861265439478,cluster_5
205,-1897.6195515848885,-6998.275289315442,cluster_5
206,-1770.8374207118582,-6914.2611105050255,cluster_5
207,-1858.3314513659182,-6982.289356606699,cluster_5
208,-1847.2001733593027,-6977.19143378134,cluster_5
209,-1787.3108547774568,-6934.6814591852835,cluster_5
210,-1890.8256760209574,-7018.087528039043,cluster_5
211,-1816.1771949744855,-6961.758700806253,cluster_5
212,-1613.1047638541236,-6819.459062148578,cluster_5
213,-1766.861716211346,-6936.019951356475,cluster_5
214,-1754.0912706597953,-6923.773625550537,cluster_5
215,-1897.2340192456454,-7036.2399236275505,cluster_5
216,-1873.0402978654167,-7028.907016540716,cluster_5
217,-1806.443312710398,-6974.507116989145,cluster_5
218,-1815.204481835341,-6987.729286890011,cluster_5
219,-1778.8264357362268,-6951.216223159554,cluster_5
220,-1716.1931139890878,-6915.18573614632,cluster_5
221,-1851.3794834672,-7019.787981595524,cluster_5
222,-1778.7800483244455,-6965.474133653164,cluster_5
223,-1784.1863953942443,-6973.261050061001,cluster_5
224,-1582.1018852135069,-6832.724809092838,cluster_5
225,-1796.0044678149143,-6980.495063804445,cluster_5
226,-1850.0070921200422,-7035.500754416207,cluster_5
227,-1829.1215958261705,-7019.362736526407,cluster_5
228,-1724.6989072908918,-6945.542657892049,cluster_5
229,-1785.7265294505644,-7002.694998233571,cluster_5
230,-1745.9946444038521,-6964.125759476055,cluster_5
231,-1640.218056387933,-6893.276905322095,cluster_5
232,-1620.2066164482037,-6892.1075394340005,cluster_5
233,-1734.2761020973167,-6967.740584455307,cluster_5
234,-1703.035560818673,-6957.535296870374,cluster_5
235,-1631.7167898483092,-6912.964901048445,cluster_5
236,-1681.116215538328,-6955.102629128305,cluster_5
237,-1704.4770935795218,-6966.611569630451,cluster_5
238,-1563.2833917102514,-6886.585935558849,cluster_5
239,-1584.1244634576192,-6897.941115796153,cluster_5
240,-1579.8418972974832,-6913.547670572949,cluster_5
241,-1844.8672546179405,-6856.7891527757665,cluster_5
242,-1833.748817302345,-6856.866834928609,cluster_5
243,-1829.6552788951076,-6963.60483152764,cluster_5
244,-1837.1850523373075,-7005.9160786073535,cluster_5
245,-2107.7977020780977,-7103.305098596358,cluster_5
246,-2027.4305882982862,-7055.170542845264,cluster_5
247,-1987.0498141791988,-7052.144196680583,cluster_5
248,-2185.003818887108,-7282.064367981166,cluster_5
249,-2120.6583911301186,-7235.070712932416,cluster_5
250,-2117.61898619733,-7260.202396917565,cluster_5
251,-2151.3274801581374,-7326.295349523597,cluster_5
252,-2122.81067062789,-7365.7008126642595,cluster_5
253,-2122.3636159785265,-7383.877819087924,cluster_5
254,-2120.128348950014,-7461.158603844447,cluster_5
255,-2092.0425315070715,-7506.315133204279,cluster_5
256,-2074.0740248182,-7552.537457261775,cluster_5
257,-2046.4276931724796,-7564.32141279749,cluster_5
258,-2043.0977361594903,-7555.726343033688,cluster_5
259,-2035.055364838684,-7571.530102970999,cluster_5
260,-2087.7188634598588,-7054.085191801906,cluster_5
261,-2067.3463112697086,-7049.8120833066,cluster_5
262,-2100.366384810849,-7077.641277719059,cluster_5
263,-2046.6142399209716,-7064.250929128539,cluster_5
264,-2007.3006590851421,-7042.262227825072,cluster_5
265,-2121.577970686662,-7139.994037082463,cluster_5
266,-2014.7873430395189,-7052.992803546775,cluster_5
267,-2123.7332147151615,-7169.786934664795,cluster_5
268,-2113.7485030044973,-7204.325400798194,cluster_5
269,-2124.377888240648,-7243.74997728264,cluster_5
270,-2177.2740213689603,-7302.622855713921,cluster_5
271,-2113.347525386595,-7243.572785512304,cluster_5
272,-2118.953573252609,-7281.543156423016,cluster_5
273,-2120.0166794017105,-7411.5981988258445,cluster_5
274,-2123.525248185413,-7441.730201732574,cluster_5
275,-2095.243575344966,-7465.393487591709,cluster_5
276,-2099.1570765984725,-7488.130924147646,cluster_5
277,-2095.2441666869604,-7516.791936486373,cluster_5
278,-2064.2265364807686,-7521.226737223883,cluster_5
279,-2063.2245583120366,-7539.852308418707,cluster_5
280,-2063.6621193416604,-7565.507169421308,cluster_5
281,-1997.7387857861838,-7042.7999683867,cluster_5
282,-1308.927847036103,-7041.8833255645895,cluster_5
283,-1276.0952281637685,-7135.715332656524,cluster_5
284,-1247.85805124234,-7195.189014029464,cluster_5
285,-1254.0907593019194,-7205.367662867827,cluster_5
286,-1221.6190458235476,-7247.469122788937,cluster_5
287,-1195.2248984461642,-7280.647922940638,cluster_5
288,-1179.2412855699451,-7308.676248204824,cluster_5
289,-1173.9781405346125,-7367.37891404613,cluster_5
290,-1126.1048848207831,-7435.16082107313,cluster_5
291,-1280.4955676394188,-7120.643394290197,cluster_5
292,-1266.8425906529244,-7173.301305378307,cluster_5
293,-1266.1767466662413,-7195.661232087217,cluster_5
294,-1240.8582682269853,-7213.879441712214,cluster_5
295,-1224.9271768067488,-7230.448090198704,cluster_5
296,-1223.8261211844379,-7264.324983073269,cluster_5
297,-1206.327491956004,-7276.90959548382,cluster_5
298,-1195.2538111535491,-7299.859676917649,cluster_5
299,-1173.1012841480715,-7323.9596110312805,cluster_5
300,-1168.3498963192817,-7341.187551897483,cluster_5
301,-1161.1383085524892,-7359.024453978541,cluster_5
302,-1150.1388297315284,-7404.247483434533,cluster_5
303,-2048.2250954118554,-7587.296461026938,cluster_5
304,-2033.2500970231106,-7581.412486596404,cluster_5
305,-1797.266200450119,-7877.080021615536,cluster_5
306,-1756.5591635857431,-7893.421922931135,cluster_5
307,-1128.5224180062773,-7448.645816263106,cluster_5
308,-1123.4741733358749,-7476.506798660608,cluster_5
309,-1115.4092506431825,-7477.062921624398,cluster_5
310,-1123.924867455206,-7501.393960440762,cluster_5
311,-1130.6265108615087,-7587.26618844222,cluster_5
312,-1132.3125182840195,-7598.328000887398,cluster_5
313,-1143.145207007834,-7620.562549173937,cluster_5
314,-1166.0000421513878,-7656.192325416898,cluster_5
315,-1168.7504615863018,-7677.897556744013,cluster_5
316,-1183.2081163891085,-7700.785649813248,cluster_5
317,-1328.4054953584591,-7822.499652803638,cluster_5
318,-1354.6703279706378,-7835.711855829679,cluster_5
319,-1192.6353961215077,-7719.432549232608,cluster_5
320,-1203.2872734590155,-7730.138041439341,cluster_5
321,-1347.4402094684199,-7848.962323400082,cluster_5
322,-1349.619571700329,-7856.884041153471,cluster_5
323,-1262.5008269218324,-7801.325378382286,cluster_5
324,-1365.2240824790897,-7880.121128300099,cluster_5
325,-1338.1965851622667,-7859.407887864466,cluster_5
326,-1314.9761510443343,-7858.465582142663,cluster_5
327,-1309.9832193938041,-7872.786080669499,cluster_5
328,-1322.5189196009942,-7880.876015861201,cluster_5
329,-1124.806581409408,-7565.50475851311,cluster_5
330,-1157.338480887078,-7645.104077221742,cluster_5
331,-1372.6219365327966,-7815.299555307265,cluster_5
332,-1373.0979603687806,-7835.035404540149,cluster_5
333,-1360.4291318392866,-7824.8663238519375,cluster_5
334,-1318.3028991722115,-7801.485672728366,cluster_5
335,-1334.9373950054005,-7810.568494785904,cluster_5
336,-1344.2946526918472,-7827.56843569488,cluster_5
337,-1303.6494540486974,-7791.134413200552,cluster_5
338,-1236.7059095427117,-7748.099666955102,cluster_5
339,-1370.727690686738,-7842.33061168137,cluster_5
340,-1279.55453749092,-7794.718945000178,cluster_5
341,-1362.4204754978468,-7847.055086039567,cluster_5
342,-1260.3003202799885,-7782.89410742289,cluster_5
343,-1223.4381430153908,-7756.099043202852,cluster_5
344,-1345.1865113649492,-7841.537067408461,cluster_5
345,-1294.149757763532,-7803.311706470449,cluster_5
346,-1362.4591415709965,-7859.084740613927,cluster_5
347,-1242.4869003112271,-7771.321042337326,cluster_5
348,-1211.5549768238238,-7748.759962033352,cluster_5
349,-1327.0568218618166,-7848.309991834375,cluster_5
350,-1238.102791875327,-7794.838836255614,cluster_5
351,-1344.044963071307,-7866.945113652992,cluster_5
352,-1342.6944982681107,-7875.247174571823,cluster_5
353,-1345.1579911501162,-7883.817734512656,cluster_5
354,-1322.685485954916,-7869.130536619412,cluster_5
355,-1331.9862970376034,-7876.609070543956,cluster_5
356,-1250.856517013961,-7829.120391481695,cluster_5
357,-1329.752324995906,-7892.762637400334,cluster_5
358,-1116.6100271608198,-7537.974831353545,cluster_5
359,-1712.0275445167747,-7906.063230691056,cluster_5
360,-1692.9216166751623,-7912.387817019334,cluster_5
361,-1674.176868579394,-7909.072561754215,cluster_5
362,-1630.854951246033,-7914.757660221127,cluster_5
363,-1619.388201507967,-7927.7943116479355,cluster_5
364,-1541.3627207423208,-7877.378419095584,cluster_5
365,-1541.9837284076675,-7896.536097950666,cluster_5
366,-1606.7444609573956,-7940.201257717942,cluster_5
367,-1484.253818632618,-7854.439821436353,cluster_5
368,-1527.1902443871222,-7889.191482117089,cluster_5
369,-1551.253899921191,-7910.1402116193485,cluster_5
370,-1593.154593583271,-7945.551595142029,cluster_5
371,-1515.9596651330298,-7880.31469966538,cluster_5
372,-1535.342029761806,-7911.868353165449,cluster_5
373,-1413.7140203653669,-7830.290826278483,cluster_5
374,-1474.267768332849,-7878.053157603026,cluster_5
375,-1494.1483500494521,-7884.696981767676,cluster_5
376,-1500.4938150699334,-7895.054781792341,cluster_5
377,-1443.4761129780459,-7863.288263107663,cluster_5
378,-1555.748150836502,-7954.88485062843,cluster_5
379,-1522.2458779848434,-7930.33188115734,cluster_5
380,-1496.4126781833725,-7906.131639718126,cluster_5
381,-1394.409874539542,-7835.144027574723,cluster_5
382,-1478.2962457414915,-7904.759826763759,cluster_5
383,-1488.9613740028558,-7912.015800857045,cluster_5
384,-1429.528172205005,-7879.881890732238,cluster_5
385,-1532.8462487376594,-7962.034968813485,cluster_5
386,-1410.9051237599444,-7882.59229920678,cluster_5
387,-1459.3393024586583,-7910.61434813278,cluster_5
388,-1377.3655715732705,-7849.802238165144,cluster_5
389,-1382.706464616579,-7859.6279777057725,cluster_5
390,-1499.4871743221572,-7959.478647575675,cluster_5
391,-1372.1125126417587,-7865.428774902185,cluster_5
392,-1378.7906462792475,-7871.6591015098375,cluster_5
393,-1478.2553142197803,-7946.80571595816,cluster_5
394,-1489.720227306696,-7954.387311951646,cluster_5
395,-1450.9745645123064,-7932.478475036428,cluster_5
396,-1476.3255165149208,-7955.939259073329,cluster_5
397,-1386.7002019417705,-7889.445548496012,cluster_5
398,-1431.4832827685038,-7926.896783026326,cluster_5
399,-1355.3936234319203,-7867.741966907177,cluster_5
400,-1373.839431972991,-7884.492874316235,cluster_5
401,-1384.4486786349244,-7899.673570533009,cluster_5
402,-1392.218317299002,-7899.954297309617,cluster_5
403,-1468.9665139510648,-7964.375625535303,cluster_5
404,-1356.2474660760004,-7881.045867467607,cluster_5
405,-1374.4011939798631,-7893.820665271822,cluster_5
406,-1407.1504044664107,-7922.366309353665,cluster_5
407,-1460.1459837004784,-7963.651531176121,cluster_5
408,-1362.0310325747112,-7890.691410134655,cluster_5
409,-1449.614752766495,-7957.040319376697,cluster_5
410,-1391.7824459059239,-7924.96388717822,cluster_5
411,-1377.2677284845788,-7917.550007323715,cluster_5
412,-1359.2769203937492,-7900.696922003077,cluster_5
413,-1367.9478842684491,-7907.1744421024005,cluster_5
414,-1444.2446818317949,-7961.339902015867,cluster_5
415,-1444.880995095811,-7967.86079979109,cluster_5
416,-1455.4407796475352,-7979.415217839765,cluster_5
417,-1359.6042812854823,-7913.426460971924,cluster_5
418,-1724.49130452828,-7892.450292282197,cluster_5
419,-1665.6696987627754,-7927.061169223427,cluster_5
420,-1632.9875948705999,-7935.356596099778,cluster_5
421,-1614.225208977348,-7911.581494105432,cluster_5
422,-1600.9370927417947,-7912.087114152512,cluster_5
423,-1609.4234425998523,-7921.291266426996,cluster_5
424,-1582.8946944576928,-7909.765836398287,cluster_5
425,-1491.9823541073292,-7845.692518824812,cluster_5
426,-1582.774054552733,-7925.450642781565,cluster_5
427,-1499.8059487064031,-7875.578376770312,cluster_5
428,-1430.734691858495,-7836.879181554601,cluster_5
429,-1468.6812874852922,-7863.906095594475,cluster_5
430,-1513.3280529633073,-7895.416326469762,cluster_5
431,-1486.0373705512952,-7876.170885698528,cluster_5
432,-1521.403069486836,-7912.035850899131,cluster_5
433,-1578.3555464362448,-7950.903605125572,cluster_5
434,-1504.238263603443,-7919.367244700493,cluster_5
435,-1462.9784132818036,-7883.7116982399575,cluster_5
436,-1395.470985932581,-7851.228619141486,cluster_5
437,-1532.2384430666752,-7944.131655636755,cluster_5
438,-1465.0649326737903,-7897.881958639344,cluster_5
439,-1444.0965472075484,-7882.319461325475,cluster_5
440,-1478.2608087365188,-7914.474463418925,cluster_5
441,-1521.171759860055,-7948.219884551251,cluster_5
442,-1525.2473273712717,-7959.413333944439,cluster_5
443,-1502.475941178949,-7939.849702471647,cluster_5
444,-1485.2003019691242,-7933.073154744535,cluster_5
445,-1512.208183326038,-7957.385033131133,cluster_5
446,-1419.4020545024455,-7902.648752788104,cluster_5
447,-1397.4568321457082,-7877.985078202071,cluster_5
448,-1390.7268651212944,-7870.318270399979,cluster_5
449,-1458.3170240881886,-7922.605475955584,cluster_5
450,-1439.8608216099517,-7916.036264824249,cluster_5
451,-1468.4081173308452,-7935.425192826511,cluster_5
452,-1502.3113966233664,-7971.180313023876,cluster_5
453,-1383.72458291753,-7879.278497774031,cluster_5
454,-1439.33759460675,-7930.178261604584,cluster_5
455,-1465.71442490302,-7946.297647466015,cluster_5
456,-1484.7637721225065,-7962.125116438435,cluster_5
457,-1398.0796071466145,-7899.758416838702,cluster_5
458,-1364.7929840513223,-7873.325301781353,cluster_5
459,-1452.8923890553115,-7946.378649413221,cluster_5
460,-1479.225767903796,-7969.768272214931,cluster_5
461,-1480.4591791169232,-7977.433637539962,cluster_5
462,-1439.7320568077487,-7947.9725764495015,cluster_5
463,-1419.2073567529785,-7932.934081675282,cluster_5
464,-1388.1767113883059,-7910.92217717026,cluster_5
465,-1424.16499920349,-7941.590244853166,cluster_5
466,-1375.7497401456762,-7903.534149229641,cluster_5
467,-1460.3264055272673,-7972.86352685999,cluster_5
468,-1426.5341746511358,-7951.857020705362,cluster_5
469,-1347.8780389843657,-7891.286911574864,cluster_5
470,-1341.7272842804741,-7899.905126930144,cluster_5
471,-1439.0855142649777,-7977.886611283692,cluster_5
472,-1730.719374439359,-7898.213462271444,cluster_5
473,-1439.1597496866284,-7897.619778510155,cluster_5
