EntityID,fov,volume,center_x,center_y,min_x,min_y,max_x,max_y,anisotropy,transcript_count,perimeter_area_ratio,solidity
3065666700022100457,,13497.79794839301,6831.425554069371,1584.7762768916068,6810.271617647212,1562.6164594750303,6854.687645885844,1600.515255108725,1.1723048890173773,0,0.135152540908862,0.8787970108709463
3065666700066100175,,14168.986066951207,6630.1446926435,2828.596072817124,6612.543356189764,2809.9533996101163,6652.842759145427,2853.2289776190087,1.0737723069198977,1,0.1234760300682266,0.904968592319913
3065666700012200299,,13187.871264054837,6586.320793216692,1220.0304529142034,6560.552981389972,1204.5432136210695,6605.41486899313,1240.151555161805,1.256989556074666,0,0.1215762267032313,0.9237955173922612
3065666700048200367,,10533.228658881142,6626.284696673937,2430.203118352923,6612.543356189764,2409.3076819765683,6643.61973800365,2451.0235031700977,1.3423641607752936,0,0.1497049631121587,0.8864377592616011
3065666700048100073,,12211.358651028238,6630.623176621222,2224.7300165671445,6612.218624795088,2208.6485380160325,6651.179304345971,2243.5735164235766,1.1221325034797012,25,0.1344744402287243,0.9277470990288608
3065666700057100149,,12252.785634804835,6631.173925073978,2625.5540699841727,6614.055269458228,2609.162994880943,6652.289487148782,2645.1990362556157,1.056080976865028,3,0.1201497649184046,0.9719636532699276
3065666700095100524,,9347.992719046742,7235.416608093015,3833.314499110896,7219.684527283015,3819.655819651605,7254.424330404698,3850.513659530634,1.1258015226558715,0,0.1405787656550699,0.948885245680098
3065666700098100216,,5966.221794998193,8009.015517450091,3810.2886430522335,7995.395632513333,3796.649730425503,8021.10655337391,3822.453483227167,1.003942880340709,0,0.1631769467961088,0.9589608372221228
3065666700051100095,,8792.440968470291,7432.674838114142,2224.572432613583,7416.166972577699,2212.428446540585,7453.319660004599,2240.7953043858,1.3097759591093387,0,0.1434619631958326,0.9592135758612274
3065666700027100198,,4624.953809643264,5799.388135499675,1821.5150805277915,5790.155324891957,1808.4102239591184,5810.143604374434,1834.9076681900883,1.3135072511229289,0,0.1907693809860873,0.9520230501901692
3065666700038200227,,7518.411330487341,6221.998687828601,2026.0815109165128,6210.806401997859,2009.825349624565,6233.768889986543,2043.3841473871464,1.461461744873608,0,0.156749126656589,0.9628086479648436
3065666700020200380,,10090.366510124377,6418.943117568103,1583.059429682424,6406.275188849297,1561.3599535136402,6433.165646266981,1602.3512106777932,1.5247936715970698,4,0.1282754544209418,0.9752128611099136
3065666700104100190,,5924.773172914687,7230.7540116296595,4006.952907233248,7219.449073651689,3993.737338082608,7242.616085944994,4019.8727055952286,1.1325227032750032,0,0.1627756807331677,0.9831783369419808
3065666700019200733,,11518.932919442446,6028.950074622206,1618.3860503976434,6009.687233783518,1604.1871662468616,6050.355329561664,1634.6289187804316,1.3404353071747042,0,0.1249044015561686,0.9473112232548908
3065666700056200335,,9901.920791590814,6226.610190165948,2625.744001050444,6211.562358632091,2610.403469380207,6246.839038666938,2647.6521321240725,1.0559004619218837,0,0.1671765818588375,0.8675355301299654
3065666700065100107,,6227.22814928023,6203.172918071838,2825.6009078668644,6191.151529507824,2811.819722820373,6218.614556025103,2839.2394956256644,1.003174317749849,0,0.169261736722363,0.93511683189019
3065666700022200605,,7544.698871809816,6828.048198935771,1611.7342171814596,6811.243561891225,1600.6232524951406,6847.445221235081,1627.4614488842726,1.3485291625575786,2,0.1810007484495887,0.8659473569383956
3065666700096100107,,8994.35159474423,7436.006116505116,3632.5677447361786,7419.4950689779325,3619.74238892473,7455.200011410103,3647.063100713605,1.307290315216824,0,0.1357522136228595,0.975546421457982
3065666700113200171,,4331.760590086908,7210.423567939359,4032.143250214129,7199.273698158749,4020.7366846865552,7219.5765334781245,4046.186690129453,1.2473633609466113,0,0.2042279920380533,0.9432215199491883
3065666700068200059,,7658.520015840849,7031.48225483294,2824.2190947934173,7015.2789717694695,2812.327058335909,7048.448173934617,2836.7149724004325,1.3508242067126817,21,0.1531433825631982,0.9494306593483628
