EntityID,fov,volume,center_x,center_y,min_x,min_y,max_x,max_y,anisotropy,transcript_count,perimeter_area_ratio,solidity
3065666700000100040,,382.335143123439,5797.294396737924,895.9314321063531,5791.676373925725,893.3675790731311,5802.725033449789,898.3318617472155,2.36791563112965,0,0.7181175347677378,0.9186338900554875
3065666700000100049,,461.4437760596352,5799.166256129102,920.6707181265837,5793.853500319003,917.8958042000338,5804.151954548507,923.9366915607716,1.7020754714223192,0,0.6211485589272921,0.9174204383926797
3065666700000100060,,395.1708696414413,5795.34717410089,941.8611040355689,5789.847553406218,939.1566406249685,5802.804095559976,944.6454157865364,2.7194433445939454,0,0.8645127009047028,0.7698050555884033
3065666700000100067,,326.32169173171,5785.927120192079,962.4656763640224,5782.3351088606505,959.467302297241,5789.399161817354,965.5796154013876,1.2978779745337774,0,0.6589031429348114,0.9999999999999994
3065666700000100085,,1209.3301014799333,5797.19669860255,1071.5817046156628,5789.496294827372,1066.799408710201,5804.527138832688,1076.5275493340887,1.5451254622643642,0,0.3523668358504769,0.9850819022728626
3065666700000200022,,488.3744514124928,5795.02890624522,813.7143277465467,5790.769147760277,809.9129803092023,5799.026023951155,817.4740555590896,1.0561106647258205,0,0.5500386910114331,0.9704847763140358
3065666700001100010,,1182.0055199768724,6140.252255044963,847.6404217622141,6134.346788135528,840.991665260012,6146.096084785583,853.7057054918348,1.017033791487644,3,0.3395159533780279,0.9956181641643601
3065666700001100011,,918.508757086159,6049.380504672133,861.6347351704708,6041.954658940688,857.9308288101292,6056.37071114303,865.3770457764494,2.0424650862191873,226,0.42220738062863333,0.9887906927476537
3065666700001100014,,530.1449224134697,6046.066349977126,868.8355019451457,6041.904091149434,865.1668326757596,6051.08256309245,872.9310811534131,1.1444316125707616,99,0.5266074667655714,0.98108241590471
3065666700001100017,,623.8896396230318,6022.441271872928,871.3232831888756,6016.5401264654,865.5058698371818,6027.086737344885,875.3949678618352,1.8457973720923422,151,0.5396418986376216,0.928393402200496
3065666700001100019,,563.1747047940585,6073.093990373157,873.6419795347258,6068.814239940742,869.4885690119589,6077.542066904756,878.2396609789879,1.0551480237120414,116,0.5044380597240624,0.98065258582258
