,x_shift,y_shift,cluster
0,-4713.495249665791,-7903.561107269302,cluster_5
1,-4708.653319120545,-7905.190597728291,cluster_0
2,-4707.252701610669,-7910.565146446518,cluster_5
3,-4705.201907464771,-7904.65421148196,cluster_5
4,-4705.769470246004,-7910.000228314811,cluster_1
5,-4704.536717060131,-7906.574197627641,cluster_5
6,-4700.745779236571,-7904.08940516792,cluster_5
7,-4701.715992100104,-7905.810088505603,cluster_5
8,-4702.342120930655,-7913.739500559012,cluster_1
9,-4699.52270027726,-7905.2207524346295,cluster_5
10,-4698.993452126851,-7913.885219742655,cluster_5
11,-4696.867756584079,-7907.290876591607,cluster_5
12,-4698.609675270665,-7919.917479527322,cluster_3
13,-4697.3017688118225,-7905.163831369743,cluster_5
14,-4693.008365746655,-7906.590177708581,cluster_5
15,-4693.916851593401,-7915.905100418449,cluster_5
16,-4692.59616239723,-7912.8078903974365,cluster_5
17,-4690.178355211373,-7907.882787074295,cluster_5
18,-4690.622308627186,-7918.107523667739,cluster_5
19,-4690.890455387175,-7921.546397585187,cluster_5
20,-4707.004921232482,-7907.245333962282,cluster_1
21,-4705.0394468876475,-7908.345256051428,cluster_3
22,-4703.705756617853,-7911.488798966846,cluster_1
23,-4703.081909931742,-7909.231517968679,cluster_4
24,-4703.056405730543,-7906.098188153018,cluster_5
25,-4700.691229629383,-7911.30064609173,cluster_5
26,-4699.784316767639,-7907.001544185061,cluster_5
27,-4700.432570863054,-7917.0999185069895,cluster_3
28,-4699.53395905295,-7909.0101705113775,cluster_5
29,-4700.467221297099,-7914.457238970119,cluster_2
30,-4697.850953295513,-7911.151798401528,cluster_5
31,-4698.423348308428,-7916.185005182808,cluster_2
32,-4694.884118710754,-7910.4154029384545,cluster_5
33,-4696.063189312867,-7922.65893720753,cluster_5
34,-4691.61379488857,-7910.775418302847,cluster_5
35,-4692.1460245563285,-7919.386900045539,cluster_5
36,-4691.341510430159,-7916.829714769075,cluster_5
37,-4689.55017356796,-7909.353232612933,cluster_5
38,-4689.84503657919,-7912.823947464146,cluster_5
39,-4710.591977583813,-7907.3872113669795,cluster_5
40,-4696.102912863556,-7913.3656002705875,cluster_5
41,-4697.864870022113,-7935.719874475146,cluster_2
42,-4693.034301203492,-7927.715970094158,cluster_5
43,-4701.167000933494,-7936.692402694558,cluster_5
44,-4700.876518988994,-7925.688776535567,cluster_0
45,-4699.911077441241,-7929.449345292965,cluster_0
46,-4699.7358439623085,-7940.0975823838235,cluster_5
47,-4697.264717462292,-7934.052217215361,cluster_2
48,-4694.211111106067,-7925.928993765751,cluster_5
49,-4694.961345566556,-7930.512843502251,cluster_2
50,-4694.391082290646,-7941.178777013008,cluster_2
51,-4691.828852759966,-7923.417566536852,cluster_5
52,-4692.387714672971,-7938.877881085877,cluster_2
53,-4700.517460035157,-7927.180635907002,cluster_3
54,-4698.694436228924,-7925.271839613022,cluster_2
55,-4779.6779406347505,-8009.598596244487,cluster_5
56,-4780.895839727269,-8029.255291411602,cluster_5
57,-4776.340277904706,-8009.307937776837,cluster_5
58,-4779.499400401365,-8022.281287254864,cluster_5
59,-4779.141335376897,-8024.00481383585,cluster_5
60,-4777.949710518255,-8016.901225267713,cluster_5
61,-4779.623992434258,-8031.715274027565,cluster_5
62,-4780.026021368113,-8037.300394398126,cluster_5
63,-4778.3228467094505,-8026.576283861324,cluster_5
64,-4779.346440063491,-8034.815252136622,cluster_5
65,-4777.641082887811,-8033.016094270637,cluster_5
66,-4775.598565091546,-8017.056720355765,cluster_5
67,-4776.569486231406,-8031.076221501083,cluster_5
68,-4774.478004851979,-8013.108421846353,cluster_5
69,-4776.193874067409,-8029.20400114274,cluster_5
70,-4772.786462070542,-8009.557658206155,cluster_5
71,-4776.371392683212,-8039.129498284285,cluster_5
72,-4775.621080717384,-8025.273672880215,cluster_5
73,-4774.153827424909,-8020.624071765647,cluster_5
74,-4776.379069201604,-8035.87657319465,cluster_5
75,-4772.434847473282,-8007.678022722417,cluster_5
76,-4772.3193394735745,-8014.584010395866,cluster_5
77,-4771.925749329971,-8012.688739713415,cluster_5
78,-4774.654119836656,-8028.16780027847,cluster_5
79,-4774.347948486187,-8029.631854849209,cluster_5
80,-4772.446571415434,-8023.4186098744185,cluster_5
81,-4774.281160625318,-8036.4393051117395,cluster_5
82,-4772.834208109106,-8027.7676217385415,cluster_5
83,-4771.983526195076,-8020.580995270428,cluster_5
84,-4771.473617392474,-8022.223911050538,cluster_5
85,-4770.106849971907,-8014.415638949865,cluster_5
86,-4772.943774107522,-8043.630823268494,cluster_5
87,-4767.742863048923,-8011.090188880907,cluster_5
88,-4772.660375903645,-8041.952656968326,cluster_5
89,-4770.031802762872,-8020.600549071063,cluster_5
90,-4766.942229699033,-8005.1806441421395,cluster_5
91,-4769.016228243801,-8016.637965978202,cluster_5
92,-4770.171748698236,-8024.037351075569,cluster_5
93,-4771.904691129243,-8038.734178599782,cluster_5
94,-4768.164330063086,-8023.532363522773,cluster_5
95,-4766.164781091421,-8015.270775677425,cluster_5
96,-4768.181158180186,-8029.6351231260205,cluster_5
97,-4769.116359109536,-8045.112460190429,cluster_5
98,-4768.644018598785,-8031.605479846882,cluster_5
99,-4765.8507628185,-8027.405652490181,cluster_5
100,-4767.226833969839,-8043.7342725448,cluster_5
101,-4763.711396430673,-8012.625441200832,cluster_5
102,-4765.257239851467,-8021.307343770431,cluster_5
103,-4767.203569871092,-8041.619070571021,cluster_5
104,-4764.817860117578,-8024.600107051554,cluster_5
105,-4766.129043991268,-8036.227578740424,cluster_5
106,-4762.582757073778,-8020.576978616541,cluster_5
107,-4765.309142105138,-8038.85106280597,cluster_5
108,-4763.2055977306045,-8026.96748285562,cluster_5
109,-4761.274538670856,-8023.885424310205,cluster_5
110,-4763.465542224514,-8044.973380847569,cluster_5
111,-4762.027678749776,-8031.942769883695,cluster_5
112,-4761.72396785282,-8034.158080406982,cluster_5
113,-4761.0226145962,-8027.049765803383,cluster_5
114,-4759.541365770069,-8020.779194840712,cluster_5
115,-4757.4397014066535,-8015.736277438017,cluster_5
116,-4760.972706525928,-8037.005006283572,cluster_5
117,-4758.808252529984,-8031.861086378197,cluster_5
