,x_shift,y_shift,cluster
0,-6103.974089876145,-5403.02783026842,cluster_5
1,-6139.157165038512,-5362.7438507431925,cluster_5
2,-6109.989460213099,-5396.140340918151,cluster_0
3,-6099.024996456917,-5408.694451990614,cluster_0
4,-6142.555570939132,-5358.852737954239,cluster_5
5,-6066.1837671765115,-5446.297060682711,cluster_5
6,-6126.848015884746,-5376.837602076608,cluster_5
7,-6028.332309520256,-5489.636289507587,cluster_5
8,-6016.758270757418,-5502.888352847549,cluster_5
9,-5981.571820538792,-5543.176196750652,cluster_5
10,-5940.221732991491,-5590.521293006012,cluster_5
11,-5925.9776509481635,-5606.830507215997,cluster_5
12,-5917.784208401498,-5616.211849530953,cluster_5
13,-5901.566863879694,-5634.780413297906,cluster_5
14,-5889.684054472,-5648.386013396041,cluster_5
15,-5880.5649235573665,-5658.82725201312,cluster_5
16,-6097.0815155246255,-5410.919702220242,cluster_5
17,-6121.482770161502,-5382.980710598689,cluster_0
18,-6083.725854291366,-5426.211690802354,cluster_5
19,-6140.693042461501,-5360.985299099385,cluster_1
20,-6056.19650834422,-5457.7322899358805,cluster_5
21,-6041.540396151157,-5474.513271154267,cluster_5
22,-6274.0584922190255,-5208.284290941024,cluster_5
23,-6276.515650905912,-5205.470889048894,cluster_5
24,-6264.289165235328,-5219.469992201369,cluster_5
25,-6229.568378014114,-5259.224660463433,cluster_5
26,-6253.465331930702,-5231.863083971085,cluster_5
27,-6214.12042780513,-5276.912281771507,cluster_5
28,-6302.871171842985,-5175.294298148125,cluster_5
29,-6275.089250782399,-5207.104091181031,cluster_5
30,-6239.609367678481,-5247.727910387276,cluster_5
31,-6280.256469545617,-5201.187719917315,cluster_5
32,-6294.997595444003,-5184.30939955649,cluster_5
33,-6198.553083754241,-5294.736606851509,cluster_5
34,-6230.603913979772,-5258.038990664938,cluster_5
35,-6189.484094056492,-5305.120434689543,cluster_5
36,-6171.077706473388,-5326.195412846208,cluster_5
37,-6242.058327492521,-5244.923896055055,cluster_5
38,-6189.848676928615,-5304.702993948845,cluster_5
39,-6160.386095810512,-5338.437112102095,cluster_5
40,-6257.01256568437,-5227.80156600415,cluster_5
41,-6150.410465780367,-5349.85902658885,cluster_5
42,-6268.450663594676,-5214.705152461562,cluster_5
43,-6157.807084547308,-5341.390032972225,cluster_3
44,-6231.244118178479,-5257.305968531039,cluster_5
45,-6283.118782674291,-5197.91042357701,cluster_5
46,-6166.086279676992,-5331.910505513342,cluster_2
47,-6184.922918380898,-5310.34289766865,cluster_5
48,-6216.695579760783,-5273.963779738153,cluster_5
49,-6286.666916423351,-5193.8478751317625,cluster_5
50,-6154.628599317516,-5345.02934060316,cluster_2
51,-6200.77546080513,-5292.192025651538,cluster_5
52,-6251.922291109527,-5233.629837575196,cluster_5
53,-6208.562376458413,-5283.2761492168065,cluster_5
54,-6231.57451119943,-5256.927674546506,cluster_5
55,-6184.057538256737,-5311.33374213129,cluster_5
